ticker,ID_ISIN,name,GICS_SECTOR_NAME,weight,shares,price,snapshot_date,ticker_bb
BN FP Equity,FR0000120644,Danone SA,Consumer Staples,0.00816665,645.576291,65.12,2024-12-31,BN FP
DB1 GY Equity,DE0005810055,Deutsche Boerse AG,Financials,0.008135179999999999,188.3,222.4,2024-12-31,DB1 GY
IFX GY Equity,DE0006231004,Infineon Technologies AG,Information Technology,0.00796578,1305.921137,31.4,2024-12-31,IFX GY
MBG GY Equity,DE0007100000,Mercedes-Benz Group AG,Consumer Discretionary,0.00782672,748.886213,53.8,2024-12-31,MBG GY
SGO FP Equity,FR0000125007,Cie de Saint-Gobain SA,Industrials,0.00755163,453.605222,85.7,2024-12-31,SGO FP
ADS GY Equity,DE000A1EWWW0,adidas AG,Consumer Discretionary,0.0074521000000000006,162.0,236.8,2024-12-31,ADS GY
WKL NA Equity,NL0000395903,Wolters Kluwer NV,Industrials,0.0074319699999999995,238.516153,160.4,2024-12-31,WKL NA
BAS GY Equity,DE000BASF111,BASF SE,Materials,0.00736175,892.522164,42.46,2024-12-31,BAS GY
ARGX BB Equity,NL0010832176,Argenx SE,Health Care,0.00696959,59.796273,600.0,2024-12-31,ARGX BB
DHL GY Equity,DE0005552004,Deutsche Post AG,Industrials,0.00673295,1020.0,33.98,2024-12-31,DHL GY
NDA FH Equity,FI4000297767,Nordea Bank Abp,Financials,0.00643539,3155.028656,10.5,2024-12-31,NDA FH
ENR GY Equity,DE000ENER6Y0,Siemens Energy AG,Industrials,0.00625814,639.44777,50.38,2024-12-31,ENR GY
DBK GY Equity,DE0005140008,Deutsche Bank AG,Financials,0.006125429999999999,1894.966513,16.64,2024-12-31,DBK GY
ADYEN NA Equity,NL0012969182,Adyen NV,Financials,0.00607109,21.748431,1437.0,2024-12-31,ADYEN NA
AMS SQ Equity,ES0109067019,Amadeus IT Group SA,Consumer Discretionary,0.00596843,450.499205,68.2,2024-12-31,AMS SQ
ENI IM Equity,IT0003132476,Eni SpA,Energy,0.00584639,2299.143368,13.09,2024-12-31,ENI IM
AD NA Equity,NL0011794037,Koninklijke Ahold Delhaize NV,Consumer Staples,0.00568502,929.345662,31.49,2024-12-31,AD NA
ENGI FP Equity,FR0010208488,Engie SA,Utilities,0.00543211,1826.463758,15.31,2024-12-31,ENGI FP
RHM GY Equity,DE0007030009,Rheinmetall AG,Industrials,0.00520057,43.55885,614.6,2024-12-31,RHM GY
ASM NA Equity,NL0000334118,ASM International NV,Information Technology,0.0050973,46.957121,558.8,2024-12-31,ASM NA
G IM Equity,IT0000062072,Generali,Financials,0.00498836,941.652002,27.27,2024-12-31,G IM
EOAN GY Equity,DE000ENAG999,E.ON SE,Utilities,0.00490435,2245.12098,11.245,2024-12-31,EOAN GY
STLAM IM Equity,NL00150001Q9,Stellantis NV,Consumer Discretionary,0.00480593,1965.034421,12.59,2024-12-31,STLAM IM
LR FP Equity,FR0010307819,Legrand SA,Industrials,0.00479074,262.245733,94.04,2024-12-31,LR FP
CAP FP Equity,FR0000125338,Capgemini SE,Information Technology,0.0047726,155.347302,158.15,2024-12-31,CAP FP
UCB BB Equity,BE0003739530,UCB SA,Health Care,0.00472042,126.428678,192.2,2024-12-31,UCB BB
PUB FP Equity,FR0000130577,Publicis Groupe SA,Communication Services,0.0045796100000000005,228.880674,103.0,2024-12-31,PUB FP
BMW GY Equity,DE0005190003,Bayerische Motoren Werke AG,Consumer Discretionary,0.00444779,289.897834,78.98,2024-12-31,BMW GY
NOKIA FH Equity,FI0009000681,Nokia Oyj,Information Technology,0.00442817,5332.821737,4.2745,2024-12-31,NOKIA FH
DSY FP Equity,FR0014003TT8,Dassault Systemes SE,Information Technology,0.00435506,669.217682,33.5,2024-12-31,DSY FP
RI FP Equity,FR0000120693,Pernod Ricard SA,Consumer Staples,0.00429124,202.662998,109.0,2024-12-31,RI FP
VNA GY Equity,DE000A1ML7J1,Vonovia SE,Real Estate,0.00421804,740.567633,29.32,2024-12-31,VNA GY
ML FP Equity,FR001400AJ45,Cie Generale des Etablissements Michelin SCA,Consumer Discretionary,0.0041270000000000005,668.074634,31.8,2024-12-31,ML FP
CABK SQ Equity,ES0140609019,CaixaBank SA,Financials,0.0040659699999999995,3997.448225,5.236,2024-12-31,CABK SQ
UMG NA Equity,NL0015000IY2,Universal Music Group NV,Communication Services,0.00395296,823.175566,24.72,2024-12-31,UMG NA
EBS AV Equity,AT0000652011,Erste Group Bank AG,Financials,0.00390254,336.730326,59.66,2024-12-31,EBS AV
HEIA NA Equity,NL0000009165,Heineken NV,Consumer Staples,0.0038435599999999998,288.001307,68.7,2024-12-31,HEIA NA
GLE FP Equity,FR0000130809,Societe Generale SA,Financials,0.0038002799999999996,720.285099,27.16,2024-12-31,GLE FP
PHIA NA Equity,NL0000009538,Koninklijke Philips NV,Health Care,0.00378696,798.948476,24.4,2024-12-31,PHIA NA
SAMPO FH Equity,FI4000552500,Sampo Oyj,Financials,0.00378531,494.815916,39.38,2024-12-31,SAMPO FH
FER SQ Equity,NL0015001FS8,Ferrovial SE,Industrials,0.0037534400000000002,475.905978,40.6,2024-12-31,FER SQ
VIE FP Equity,FR0000124141,Veolia Environnement SA,Utilities,0.00370552,703.619978,27.11,2024-12-31,VIE FP
BAYN GY Equity,DE000BAY0017,Bayer AG,Health Care,0.0036859799999999997,982.424082,19.314,2024-12-31,BAYN GY
VOW3 GY Equity,DE0007664039,Volkswagen AG,Consumer Discretionary,0.0035667100000000003,206.205445,89.04,2024-12-31,VOW3 GY
RWE GY Equity,DE0007037129,RWE AG,Utilities,0.0035410000000000003,632.265034,28.83,2024-12-31,RWE GY
DTG GY Equity,DE000DTR0CK8,Daimler Truck Holding AG,Industrials,0.00353464,493.771129,36.85,2024-12-31,DTG GY
DSFIR NA Equity,CH1216478797,DSM-Firmenich AG,Materials,0.0035303400000000003,185.973472,97.72,2024-12-31,DSFIR NA
MRK GY Equity,DE0006599905,Merck KGaA,Health Care,0.0035124,129.242252,139.9,2024-12-31,MRK GY
AER UN Equity,NL0000687663,AerCap Holdings NV,Industrials,0.0034906399999999997,194.316552,95.7,2024-12-31,AER UN
ORA FP Equity,FR0000133308,Orange SA,Communication Services,0.00348263,1862.039619,9.628,2024-12-31,ORA FP
KER FP Equity,FR0000121485,Kering SA,Consumer Discretionary,0.0034453699999999997,74.442467,238.25,2024-12-31,KER FP
MTX GY Equity,DE000A0D9PT0,MTU Aero Engines AG,Industrials,0.0033667999999999997,53.824489,322.0,2024-12-31,MTX GY
PRY IM Equity,IT0004176001,Prysmian SpA,Industrials,0.00336487,280.920148,61.66,2024-12-31,PRY IM
KBC BB Equity,BE0003565737,KBC Group NV,Financials,0.00332345,229.518232,74.54,2024-12-31,KBC BB
STMPA FP Equity,NL0000226223,STMicroelectronics NV,Information Technology,0.0032229600000000004,683.46144,24.275,2024-12-31,STMPA FP
HEI GY Equity,DE0006047004,Heidelberg Materials AG,Materials,0.00316459,136.55109,119.3,2024-12-31,HEI GY
CLNX SQ Equity,ES0105066007,Cellnex Telecom SA,Communication Services,0.00314038,529.856531,30.51,2024-12-31,CLNX SQ
KNEBV FH Equity,FI0009013403,Kone Oyj,Industrials,0.00310326,339.890361,47.0,2024-12-31,KNEBV FH
TEF SQ Equity,ES0178430E18,Telefonica SA,Communication Services,0.00303557,3969.113088,3.937,2024-12-31,TEF SQ
CCEP UW Equity,GB00BDCPN049,Coca-Cola Europacific Partners PLC,Consumer Staples,0.0029869099999999997,207.167212,76.81,2024-12-31,CCEP UW
CBK GY Equity,DE000CBK1001,Commerzbank AG,Financials,0.00289507,947.735207,15.725,2024-12-31,CBK GY
AENA SQ Equity,ES0105046009,Aena SME SA,Industrials,0.00287601,75.0,197.4,2024-12-31,AENA SQ
HNR1 GY Equity,DE0008402215,Hannover Rueck SE,Financials,0.0028276499999999997,60.298567,241.4,2024-12-31,HNR1 GY
SHL GY Equity,DE000SHL1006,Siemens Healthineers AG,Health Care,0.0028047899999999997,282.0,51.2,2024-12-31,SHL GY
HEN3 GY Equity,DE0006048432,Henkel AG & Co KGaA,Consumer Staples,0.00278488,169.254731,84.7,2024-12-31,HEN3 GY
KYGA ID Equity,IE0004906560,Kerry Group PLC,Consumer Staples,0.00277373,153.120307,93.25,2024-12-31,KYGA ID
UPM FH Equity,FI0009005987,UPM-Kymmene Oyj,Materials,0.00275382,533.735699,26.56,2024-12-31,UPM FH
FRE GY Equity,DE0005785604,Fresenius SE & Co KGaA,Health Care,0.00275231,422.427958,33.54,2024-12-31,FRE GY
ACA FP Equity,FR0000045072,Credit Agricole SA,Financials,0.00274787,1064.360859,13.29,2024-12-31,ACA FP
REP SQ Equity,ES0173516115,Repsol SA,Energy,0.00267374,1177.396053,11.69,2024-12-31,REP SQ
KPN NA Equity,NL0000009082,Koninklijke KPN NV,Communication Services,0.0026554499999999997,3888.930422,3.515,2024-12-31,KPN NA
SY1 GY Equity,DE000SYM9999,Symrise AG,Materials,0.0026478,132.783451,102.65,2024-12-31,SY1 GY
HO FP Equity,FR0000121329,Thales SA,Industrials,0.00249608,92.673861,138.65,2024-12-31,HO FP
BEI GY Equity,DE0005200000,Beiersdorf AG,Consumer Staples,0.00238955,99.2,124.0,2024-12-31,BEI GY
MONC IM Equity,IT0004965148,Moncler SpA,Consumer Discretionary,0.00231327,233.585061,50.98,2024-12-31,MONC IM
NN NA Equity,NL0010773842,NN Group NV,Financials,0.0022126999999999997,270.75,42.07,2024-12-31,NN NA
KSP ID Equity,IE0004927939,Kingspan Group PLC,Industrials,0.00211567,154.591452,70.45,2024-12-31,KSP ID
TRN IM Equity,IT0003242622,Terna - Rete Elettrica Nazionale,Utilities,0.00208271,1406.9944,7.62,2024-12-31,TRN IM
MT NA Equity,LU1598757687,ArcelorMittal SA,Materials,0.00204374,469.045375,22.43,2024-12-31,MT NA
LDO IM Equity,IT0003856405,Leonardo SpA,Industrials,0.00203856,404.705277,25.93,2024-12-31,LDO IM
1CO GY Equity,DE000A40KY26,Covestro AG,Materials,0.002023,179.55,58.0,2024-12-31,1CO GY
FBK IM Equity,IT0000072170,FinecoBank Banca Fineco SpA,Financials,0.00199284,610.999427,16.79,2024-12-31,FBK IM
SAB SQ Equity,ES0113860A34,Banco de Sabadell SA,Financials,0.00198364,5440.221447,1.877,2024-12-31,SAB SQ
BESI NA Equity,NL0012866412,BE Semiconductor Industries NV,Information Technology,0.00198124,77.089401,132.3,2024-12-31,BESI NA
BAMI IM Equity,IT0005218380,Banco BPM SpA,Financials,0.0019544700000000003,1287.904807,7.812,2024-12-31,BAMI IM
AIBG ID Equity,IE00BF0L3536,AIB Group PLC,Financials,0.00192891,1862.953872,5.33,2024-12-31,AIBG ID
AKZA NA Equity,NL0013267909,Akzo Nobel NV,Materials,0.00192281,170.775688,57.96,2024-12-31,AKZA NA
EDP PL Equity,PTEDP0AM0009,EDP SA,Utilities,0.0018842400000000001,3138.016218,3.091,2024-12-31,EDP PL
QIA GY Equity,NL0015002CX3,QIAGEN NV,Health Care,0.00185506,221.847,43.045,2024-12-31,QIA GY
BVI FP Equity,FR0006174348,Bureau Veritas SA,Industrials,0.00181081,317.710064,29.34,2024-12-31,BVI FP
AC FP Equity,FR0000120404,Accor SA,Consumer Discretionary,0.00178097,194.898288,47.04,2024-12-31,AC FP
FME GY Equity,DE0005785802,Fresenius Medical Care AG,Health Care,0.0017619299999999999,205.389414,44.16,2024-12-31,FME GY
RNO FP Equity,FR0000131906,Renault SA,Consumer Discretionary,0.00175687,192.219485,47.05,2024-12-31,RNO FP
BIRG ID Equity,IE00BD1RP616,Bank of Ireland Group PLC,Financials,0.00171789,1004.232652,8.806,2024-12-31,BIRG ID
EXO NA Equity,NL0012059018,EXOR NV,Financials,0.00171058,99.442911,88.55,2024-12-31,EXO NA
SRG IM Equity,IT0003153415,Snam SpA,Utilities,0.00167542,2016.514685,4.277,2024-12-31,SRG IM
URW FP Equity,FR0013326246,Unibail-Rodamco-Westfield,Real Estate,0.00167342,118.459488,72.72,2024-12-31,URW FP
WRT1V FH Equity,FI0009003727,Wartsila OYJ Abp,Industrials,0.00167174,502.964882,17.11,2024-12-31,WRT1V FH
ACS SQ Equity,ES0167050915,ACS Actividades de Construccion y Servicios SA,Industrials,0.00166162,176.581986,48.44,2024-12-31,ACS SQ
ENX FP Equity,NL0006294274,Euronext NV,Financials,0.0016447,78.17663,108.3,2024-12-31,ENX FP
IMCD NA Equity,NL0010801007,IMCD NV,Industrials,0.00158861,56.987858,143.5,2024-12-31,IMCD NA
EDEN FP Equity,FR0010908533,Edenred SE,Financials,0.00151162,245.085597,31.75,2024-12-31,EDEN FP
HEN GY Equity,DE0006048408,Henkel AG & Co KGaA,Consumer Staples,0.00150192,103.91835,74.4,2024-12-31,HEN GY
AGN NA Equity,BMG0112X1056,Aegon Ltd,Financials,0.00150031,1350.212955,5.72,2024-12-31,AGN NA
BNR GY Equity,DE000A1DAHH0,Brenntag SE,Industrials,0.00146109,129.946835,57.88,2024-12-31,BNR GY
HEIO NA Equity,NL0000008977,Heineken Holding NV,Consumer Staples,0.00145658,129.613576,57.85,2024-12-31,HEIO NA
AGS BB Equity,BE0974264930,Ageas SA/NV,Financials,0.00145568,159.775509,46.9,2024-12-31,AGS BB
ALO FP Equity,FR0010220475,Alstom SA,Industrials,0.00144968,346.132189,21.56,2024-12-31,ALO FP
CA FP Equity,FR0000120172,Carrefour SA,Consumer Staples,0.00144661,542.37535,13.73,2024-12-31,CA FP
G1A GY Equity,DE0006602006,GEA Group AG,Industrials,0.00144078,155.097968,47.82,2024-12-31,G1A GY
GALP PL Equity,PTGAL0AM0009,Galp Energia SGPS SA,Energy,0.0014399999999999999,464.752087,15.95,2024-12-31,GALP PL
TEN IM Equity,LU2598331598,Tenaris SA,Energy,0.0014285600000000002,406.965135,18.07,2024-12-31,TEN IM
ZAL GY Equity,DE000ZAL1111,Zalando SE,Consumer Discretionary,0.00141138,224.311753,32.39,2024-12-31,ZAL GY
ASRNL NA Equity,NL0011872643,ASR Nederland NV,Financials,0.00140953,158.495234,45.78,2024-12-31,ASRNL NA
CON GY Equity,DE0005439004,Continental AG,Consumer Discretionary,0.00138515,110.003291,64.82,2024-12-31,CON GY
SW FP Equity,FR0000121220,Sodexo SA,Consumer Discretionary,0.0013672,88.472932,79.55,2024-12-31,SW FP
MB IM Equity,IT0000062957,Mediobanca Banca di Credito Finanziario SpA,Financials,0.0013664699999999998,499.769294,14.075,2024-12-31,MB IM
ABN NA Equity,NL0011540547,ABN AMRO Bank NV,Financials,0.00132529,458.176711,14.89,2024-12-31,ABN NA
RED SQ Equity,ES0173093024,Redeia Corp SA,Utilities,0.00130073,405.81,16.5,2024-12-31,RED SQ
ERF FP Equity,FR0014000MR3,Eurofins Scientific SE,Health Care,0.0012939899999999999,135.086828,49.31,2024-12-31,ERF FP
P911 GY Equity,DE000PAG9113,Dr Ing hc F Porsche AG,Consumer Discretionary,0.00129233,113.875,58.42,2024-12-31,P911 GY
ELE SQ Equity,ES0130670112,Endesa SA,Utilities,0.00128155,317.625635,20.77,2024-12-31,ELE SQ
G24 GY Equity,DE000A12DM80,Scout24 SE,Communication Services,0.00123986,75.0,85.1,2024-12-31,G24 GY
FGR FP Equity,FR0000130452,Eiffage SA,Industrials,0.00120964,73.5,84.72,2024-12-31,FGR FP
PST IM Equity,IT0003796171,Poste Italiane SpA,Financials,0.0012095,457.1385,13.62,2024-12-31,PST IM
BPE IM Equity,IT0000066123,BPER Banca SPA,Financials,0.00118579,995.137027,6.134,2024-12-31,BPE IM
LEG GY Equity,DE000LEG1110,LEG Immobilien SE,Real Estate,0.00118335,74.469665,81.8,2024-12-31,LEG GY
FORTUM FH Equity,FI0009007132,Fortum Oyj,Utilities,0.00117785,448.632233,13.515,2024-12-31,FORTUM FH
LI FP Equity,FR0000121964,Klepierre SA,Real Estate,0.00116188,215.145879,27.8,2024-12-31,LI FP
ELISA FH Equity,FI0009007884,Elisa Oyj,Communication Services,0.00115495,142.234812,41.8,2024-12-31,ELISA FH
STERV FH Equity,FI0009005961,Stora Enso Oyj,Materials,0.0010989,582.102331,9.718,2024-12-31,STERV FH
SRT3 GY Equity,DE0007165631,Sartorius AG,Health Care,0.00109562,26.208,215.2,2024-12-31,SRT3 GY
METSO FH Equity,FI0009014575,Metso Oyj,Industrials,0.00108458,621.72933,8.98,2024-12-31,METSO FH
PAH3 GY Equity,DE000PAH0038,Porsche Automobil Holding SE,Consumer Discretionary,0.00108127,153.125,36.35,2024-12-31,PAH3 GY
DIM FP Equity,FR0013154002,Sartorius Stedim Biotech,Health Care,0.0010703400000000001,29.199122,188.7,2024-12-31,DIM FP
RXL FP Equity,FR0010451203,Rexel SA,Industrials,0.00106887,223.670752,24.6,2024-12-31,RXL FP
OMV AV Equity,AT0000743059,OMV AG,Energy,0.0010682600000000001,147.272727,37.34,2024-12-31,OMV AV
GBLB BB Equity,BE0003797140,Groupe Bruxelles Lambert NV,Financials,0.00106547,83.04,66.05,2024-12-31,GBLB BB
EN FP Equity,FR0000120503,Bouygues SA,Industrials,0.0010513500000000002,189.63272,28.54,2024-12-31,EN FP
NEM GY Equity,DE0006452907,Nemetschek SE,Information Technology,0.00105005,57.75,93.6,2024-12-31,NEM GY
TLX GY Equity,DE000TLX1005,Talanx AG,Financials,0.00103023,64.557248,82.15,2024-12-31,TLX GY
REC IM Equity,IT0003828271,Recordati Industria Chimica e Farmaceutica SpA,Health Care,0.0010278,104.562578,50.6,2024-12-31,REC IM
SYENS BB Equity,BE0974464977,Syensqo SA,Materials,0.0010158699999999999,74.113491,70.56,2024-12-31,SYENS BB
JMT PL Equity,PTJMT0AE0001,Jeronimo Martins SGPS SA,Consumer Staples,0.00101495,283.181949,18.45,2024-12-31,JMT PL
NESTE FH Equity,FI0009013296,Neste Oyj,Energy,0.00099649,423.066082,12.125,2024-12-31,NESTE FH
KBX GY Equity,DE000KBX1006,Knorr-Bremse AG,Industrials,0.00099134,72.54,70.35,2024-12-31,KBX GY
EVD GY Equity,DE0005470306,CTS Eventim AG & Co KGaA,Communication Services,0.00098974,62.4,81.65,2024-12-31,EVD GY
DHER GY Equity,DE000A2E4K43,Delivery Hero SE,Consumer Discretionary,0.00098334,186.651011,27.12,2024-12-31,DHER GY
KESKOB FH Equity,FI0009000202,Kesko Oyj,Consumer Staples,0.0009646,273.13098,18.18,2024-12-31,KESKOB FH
VER AV Equity,AT0000746409,Verbund AG,Utilities,0.0009259499999999999,68.093474,70.0,2024-12-31,VER AV
UNI IM Equity,IT0004810054,Unipol Assicurazioni SpA,Financials,0.00092218,394.610416,12.03,2024-12-31,UNI IM
PUM GY Equity,DE0006969603,Puma SE,Consumer Discretionary,0.0009098000000000001,105.577248,44.36,2024-12-31,PUM GY
GET FP Equity,FR0010533075,Getlink SE,Industrials,0.0009052499999999999,302.5,15.405,2024-12-31,GET FP
ORNBV FH Equity,FI0009014377,Orion Oyj,Health Care,0.0008988500000000001,108.159969,42.78,2024-12-31,ORNBV FH
TEP FP Equity,FR0000051807,Teleperformance SE,Industrials,0.00088267,54.664941,83.12,2024-12-31,TEP FP
CVC NA Equity,JE00BRX98089,CVC Capital Partners PLC,Financials,0.0008780200000000001,212.596898,21.26,2024-12-31,CVC NA
RAND NA Equity,NL0000379121,Randstad NV,Industrials,0.0008582199999999999,108.521587,40.71,2024-12-31,RAND NA
LOTB BB Equity,BE0003604155,Lotus Bakeries NV,Consumer Staples,0.00085441,0.408007,10780.0,2024-12-31,LOTB BB
EVK GY Equity,DE000EVNK013,Evonik Industries AG,Materials,0.00083296,256.3,16.73,2024-12-31,EVK GY
BIM FP Equity,FR0013280286,BioMerieux,Health Care,0.0008329100000000001,41.426427,103.5,2024-12-31,BIM FP
BOL FP Equity,FR0000039299,Bollore SE,Communication Services,0.0008227800000000001,713.043704,5.94,2024-12-31,BOL FP
RAA GY Equity,DE0007010803,Rational AG,Industrials,0.000819,5.1165,824.0,2024-12-31,RAA GY
IPN FP Equity,FR0010259150,Ipsen SA,Health Care,0.00081108,37.716537,110.7,2024-12-31,IPN FP
GFC FP Equity,FR0010040865,Gecina SA,Real Estate,0.0008083,46.002517,90.45,2024-12-31,GFC FP
AKE FP Equity,FR0010313833,Arkema SA,Materials,0.00080415,56.282636,73.55,2024-12-31,AKE FP
BMW3 GY Equity,DE0005190037,Bayerische Motoren Werke AG,Consumer Discretionary,0.00078724,55.974388,72.4,2024-12-31,BMW3 GY
AMUN FP Equity,FR0004125920,Amundi SA,Financials,0.0007656799999999999,61.39429,64.2,2024-12-31,AMUN FP
AM FP Equity,FR0014004L86,Dassault Aviation SA,Industrials,0.0007527100000000001,19.64889,197.2,2024-12-31,AM FP
ADP FP Equity,FR0010340141,Aeroports de Paris SA,Industrials,0.00075156,34.636211,111.7,2024-12-31,ADP FP
FDJU FP Equity,FR0013451333,FDJ UNITED,Consumer Discretionary,0.00073676,101.8985,37.22,2024-12-31,FDJU FP
INPST NA Equity,LU2290522684,InPost SA,Industrials,0.0007216200000000001,225.0,16.51,2024-12-31,INPST NA
LHA GY Equity,DE0008232125,Deutsche Lufthansa AG,Industrials,0.0007198599999999999,600.007499,6.176,2024-12-31,LHA GY
CPR IM Equity,NL0015435975,Davide Campari-Milano NV,Consumer Staples,0.0007197099999999999,615.633869,6.018,2024-12-31,CPR IM
DIE BB Equity,BE0974259880,D'ieteren Group,Consumer Discretionary,0.00067066,21.4836,160.7,2024-12-31,DIE BB
WDP BB Equity,BE0974349814,Warehouses De Pauw CVA,Real Estate,0.00066595,180.427741,19.0,2024-12-31,WDP BB
SOF BB Equity,BE0003717312,Sofina SA,Financials,0.0006538900000000001,15.4125,218.4,2024-12-31,SOF BB
INW IM Equity,IT0005090300,Infrastrutture Wireless Italiane SpA,Communication Services,0.0006407699999999999,336.07,9.815,2024-12-31,INW IM
EDPR PL Equity,ES0127797019,EDP Renovaveis SA,Utilities,0.00060843,311.956761,10.04,2024-12-31,EDPR PL
AMP IM Equity,IT0004056880,Amplifon SpA,Health Care,0.00060107,124.513741,24.85,2024-12-31,AMP IM
RF FP Equity,FR0000121121,Eurazeo SE,Financials,0.0005848699999999999,41.845031,71.95,2024-12-31,RF FP
NEXI IM Equity,IT0005366767,Nexi SpA,Financials,0.00053602,514.7943,5.36,2024-12-31,NEXI IM
GRF SQ Equity,ES0171996087,Grifols SA,Health Care,0.00053009,298.290859,9.148,2024-12-31,GRF SQ
COV FP Equity,FR0000064578,Covivio SA/France,Real Estate,0.00052865,55.811734,48.76,2024-12-31,COV FP
ANA SQ Equity,ES0125220311,Acciona SA,Utilities,0.00052126,24.685494,108.7,2024-12-31,ANA SQ
BC8 GY Equity,DE0005158703,Bechtle AG,Information Technology,0.0004948,81.9,31.1,2024-12-31,BC8 GY
TIT IM Equity,IT0003497168,Telecom Italia SpA/Milano,Communication Services,0.00047733,9964.153222,0.2466,2024-12-31,TIT IM
DIA IM Equity,IT0003492391,DiaSorin SpA,Health Care,0.00043283000000000004,22.379303,99.56,2024-12-31,DIA IM
ELI BB Equity,BE0003822393,Elia Group SA/NV,Utilities,0.00042504,29.408729,74.4,2024-12-31,ELI BB
SK FP Equity,FR0000121709,SEB SA,Consumer Discretionary,0.00042328,24.901997,87.5,2024-12-31,SK FP
JDEP NA Equity,NL0014332678,JDE Peet's NV,Consumer Staples,0.00039130999999999997,121.861464,16.53,2024-12-31,JDEP NA
AFX GY Equity,DE0005313704,Carl Zeiss Meditec AG,Health Care,0.0003559,40.248257,45.52,2024-12-31,AFX GY
ASML NA Equity,NL0010273215,ASML Holding NV,Information Technology,0.03717492,425.659415,326.9,2020-06-30,ASML NA
SAP GY Equity,DE0007164600,SAP SE,Information Technology,0.03468242,1044.228597,124.32,2020-06-30,SAP GY
MC FP Equity,FR0000121014,LVMH Moet Hennessy Louis Vuitton SE,Consumer Discretionary,0.0289782,277.765036,390.5,2020-06-30,MC FP
