ticker,ID_ISIN,name,GICS_SECTOR_NAME,weight,shares,price,snapshot_date,ticker_bb,ticker_base,ticker_alt,merge_key,esg_score_raw,sector_pct_rank,in_esg_universe
SAP GY Equity,DE0007164600,SAP SE,Information Technology,0.02684806,1044.228597,107.22,2020-12-31,SAP GY,SAP GY,SAP GR,SAP GR,12.13920004,0.45454545454545453,False
SIE GY Equity,DE0007236101,Siemens AG,Industrials,0.02155831,765.0,117.52,2020-12-31,SIE GY,SIE GY,SIE GR,SIE GR,12.2903563,0.35135135135135137,False
SAN FP Equity,FR0000120578,Sanofi SA,Health Care,0.02138271,1133.043249,78.7,2020-12-31,SAN FP,SAN FP,SAN FP,SAN FP,12.96085788,0.30434782608695654,False
TTE FP Equity,FR0000120271,TotalEnergies SE,Energy,0.0213352299999999,2520.467824,35.3,2020-12-31,TTE FP,TTE FP,TTE FP,TTE FP,9.8405233,0.75,False
ALV GY Equity,DE0008404005,Allianz SE,Financials,0.02007728,417.172859,200.7,2020-12-31,ALV GY,ALV GY,ALV GR,ALV GR,12.51524897,0.25,True
OR FP Equity,FR0000120321,L'Oreal SA,Consumer Staples,0.01875699,251.675375,310.8,2020-12-31,OR FP,OR FP,OR FP,OR FP,11.13145546,0.5882352941176471,False
IBE SQ Equity,ES0144580Y14,Iberdrola SA,Utilities,0.01692501,6032.55795,11.7,2020-12-31,IBE SQ,IBE SQ,IBE SM,IBE SM,10.53379258,0.8421052631578947,False
ENEL IM Equity,IT0003128367,Enel SpA,Utilities,0.01614103,8133.343957,8.276,2020-12-31,ENEL IM,ENEL IM,ENEL IM,ENEL IM,11.39053013,0.5789473684210527,False
SU FP Equity,FR0000121972,Schneider Electric SE,Industrials,0.01528218,538.715127,118.3,2020-12-31,SU FP,SU FP,SU FP,SU FP,14.55448734,0.10810810810810811,True
AI FP Equity,FR0000120073,Air Liquide SA,Materials,0.01524351,473.509961,134.25,2020-12-31,AI FP,AI FP,AI FP,AI FP,9.466211463,0.75,False
BAS GY Equity,DE000BASF111,BASF SE,Materials,0.01425441,918.478694,64.72,2020-12-31,BAS GY,BAS GY,BAS GR,BAS GR,9.504436296,0.6875,False
ADS GY Equity,DE000A1EWWW0,adidas AG,Consumer Discretionary,0.01360092,190.395377,297.9,2020-12-31,ADS GY,ADS GY,ADS GR,ADS GR,11.03421223,0.5769230769230769,False
AIR FP Equity,NL0000235190,Airbus SE,Industrials,0.01266002,588.048561,89.78,2020-12-31,AIR FP,AIR FP,AIR FP,AIR FP,11.56071915,0.43243243243243246,False
DTE GY Equity,DE0005557508,Deutsche Telekom AG,Communication Services,0.0119527,3333.021017,14.955,2020-12-31,DTE GY,DTE GY,DTE GR,DTE GR,10.69840454,0.375,False
MBG GY Equity,DE0007100000,Mercedes-Benz Group AG,Consumer Discretionary,0.01186047,855.869958,57.79,2020-12-31,MBG GY,MBG GY,MBG GR,MBG GR,12.0088377,0.38461538461538464,False
BNP FP Equity,FR0000131104,BNP Paribas SA,Financials,0.01162657,1124.818705,43.105,2020-12-31,BNP FP,BNP FP,BNP FP,BNP FP,11.50298566,0.45,False
BAYN GY Equity,DE000BAY0017,Bayer AG,Health Care,0.01134441,982.424082,48.155,2020-12-31,BAYN GY,BAYN GY,BAYN GR,BAYN GR,5.350956938,1.0,False
KER FP Equity,FR0000121485,Kering SA,Consumer Discretionary,0.0107995,75.767593,594.4,2020-12-31,KER FP,KER FP,KER FP,KER FP,11.03421223,0.6153846153846154,False
SAN SQ Equity,ES0113900J37,Banco Santander SA,Financials,0.0105535399999999,17340.641303,2.538,2020-12-31,SAN SQ,SAN SQ,SAN SM,SAN SM,10.85115598,0.675,False
ABI BB Equity,BE0974293251,Anheuser-Busch InBev SA/NV,Consumer Staples,0.0104165599999999,761.95897,57.01,2020-12-31,ABI BB,ABI BB,ABI BB,ABI BB,7.442193321,1.0,False
PRX NA Equity,NL0013654783,Prosus NV,Consumer Discretionary,0.0103271099999999,487.395621,88.36,2020-12-31,PRX NA,PRX NA,PRX NA,PRX NA,10.89797459,0.6538461538461539,False
DG FP Equity,FR0000125486,Vinci SA,Industrials,0.01015571,520.544637,81.36,2020-12-31,DG FP,DG FP,DG FP,DG FP,10.48962162,0.5945945945945946,False
IFX GY Equity,DE0006231004,Infineon Technologies AG,Information Technology,0.0098299199999999,1305.921137,31.39,2020-12-31,IFX GY,IFX GY,IFX GR,IFX GR,11.12747113,0.5454545454545454,False
DHL GY Equity,DE0005552004,Deutsche Post AG,Industrials,0.00960689,989.205407,40.5,2020-12-31,DHL GY,DHL GY,DHL GR,DHL GR,9.699942599,0.8108108108108109,False
PHIA NA Equity,NL0000009538,Koninklijke Philips NV,Health Care,0.00956447,911.053001,43.78,2020-12-31,PHIA NA,PHIA NA,PHIA NA,PHIA NA,12.57116426,0.391304347826087,False
CS FP Equity,FR0000120628,AXA SA,Financials,0.00904985,1934.186264,19.512,2020-12-31,CS FP,CS FP,CS FP,CS FP,10.68963652,0.725,False
SAF FP Equity,FR0000073272,Safran SA,Industrials,0.00890971,320.44323,115.95,2020-12-31,SAF FP,SAF FP,SAF FP,SAF FP,10.39231276,0.6486486486486487,False
EL FP Equity,FR0000121667,EssilorLuxottica SA,Health Care,0.00869916,284.41688,127.55,2020-12-31,EL FP,EL FP,EL FP,EL FP,7.894426275,0.7391304347826086,False
ADYEN NA Equity,NL0012969182,Adyen NV,Financials,0.00829592,18.160504,1905.0,2020-12-31,ADYEN NA,ADYEN NA,ADYEN NA,ADYEN NA,7.188218518,0.975,False
MUV2 GY Equity,DE0008430026,Muenchener Rueckversicherungs-Gesellschaft AG in Muenchen,Financials,0.0081569,140.098931,242.8,2020-12-31,MUV2 GY,MUV2 GY,MUV2 GR,MUV2 GR,11.56922221,0.425,False
BN FP Equity,FR0000120644,Danone SA,Consumer Staples,0.00796647,617.96664,53.76,2020-12-31,BN FP,BN FP,BN FP,BN FP,11.81414749,0.29411764705882354,True
RI FP Equity,FR0000120693,Pernod Ricard SA,Consumer Staples,0.00787724,209.501248,156.8,2020-12-31,RI FP,RI FP,RI FP,RI FP,11.73501532,0.4117647058823529,False
ISP IM Equity,IT0000072618,Intesa Sanpaolo SpA,Financials,0.0075843099999999,16536.761197,1.9126,2020-12-31,ISP IM,ISP IM,ISP IM,ISP IM,13.47540175,0.075,True
VNA GY Equity,DE000A1ML7J1,Vonovia SE,Real Estate,0.00747224,521.433434,59.76,2020-12-31,VNA GY,VNA GY,VNA GR,VNA GR,10.50684144,0.8571428571428571,False
INGA NA Equity,NL0011821202,ING Groep NV,Financials,0.00714704,3900.627315,7.641,2020-12-31,INGA NA,INGA NA,INGA NA,INGA NA,11.16400831,0.525,False
ITX SQ Equity,ES0148396007,Industria de Diseno Textil SA,Consumer Discretionary,0.00681143,1090.8275,26.04,2020-12-31,ITX SQ,ITX SQ,ITX SM,ITX SM,13.05574169,0.19230769230769232,True
RMS FP Equity,FR0000052292,Hermes International SCA,Consumer Discretionary,0.00668015,31.670824,879.6,2020-12-31,RMS FP,RMS FP,RMS FP,RMS FP,15.49269548,0.11538461538461539,True
BBVA SQ Equity,ES0113211835,Banco Bilbao Vizcaya Argentaria SA,Financials,0.0064516899999999,6667.88658,4.035,2020-12-31,BBVA SQ,BBVA SQ,BBVA SM,BBVA SM,11.26126374,0.5,False
AMS SQ Equity,ES0109067019,Amadeus IT Group SA,Consumer Discretionary,0.00643414,450.499205,59.56,2020-12-31,AMS SQ,AMS SQ,AMS SM,AMS SM,12.62107635,0.23076923076923078,True
DB1 GY Equity,DE0005810055,Deutsche Boerse AG,Financials,0.0063444,190.0,139.25,2020-12-31,DB1 GY,DB1 GY,DB1 GR,DB1 GR,12.96339738,0.125,True
AD NA Equity,NL0011794037,Koninklijke Ahold Delhaize NV,Consumer Staples,0.0060998699999999,1100.724959,23.11,2020-12-31,AD NA,AD NA,AD NA,AD NA,11.76815987,0.35294117647058826,False
NESTE FH Equity,FI0009013296,Neste Oyj,Energy,0.00600175,423.066082,59.16,2020-12-31,NESTE FH,NESTE FH,NESTE FH,NESTE FH,12.71111532,0.125,True
DSM NA Equity,NL0000009827,DSM BV,Materials,0.00581922,172.35375,140.8,2020-12-31,DSM NA,DSM NA,DSM NA,DSM NA,8.285420472,0.875,False
BMW GY Equity,DE0005190003,Bayerische Motoren Werke AG,Consumer Discretionary,0.0057347499999999,331.097358,72.23,2020-12-31,BMW GY,BMW GY,BMW GR,BMW GR,9.137982303,0.8076923076923077,False
HEIA NA Equity,NL0000009165,Heineken NV,Consumer Staples,0.00566981,259.201176,91.22,2020-12-31,HEIA NA,HEIA NA,HEIA NA,HEIA NA,9.141340314,0.8235294117647058,False
ENGI FP Equity,FR0010208488,Engie SA,Utilities,0.00548349,1826.463758,12.52,2020-12-31,ENGI FP,ENGI FP,ENGI FP,ENGI FP,10.17258732,0.8947368421052632,False
KNEBV FH Equity,FI0009013403,Kone Oyj,Industrials,0.00541677,339.890361,66.46,2020-12-31,KNEBV FH,KNEBV FH,KNEBV FH,KNEBV FH,10.52162655,0.5675675675675675,False
RWE GY Equity,DE0007037129,RWE AG,Utilities,0.0053254,642.409046,34.57,2020-12-31,RWE GY,RWE GY,RWE GR,RWE GR,10.00715852,0.9473684210526315,False
DSY FP Equity,FR0014003TT8,Dassault Systemes SE,Information Technology,0.0052642199999999,132.12716,166.15,2020-12-31,DSY FP,DSY FP,DSY FP,DSY FP,15.59484049,0.09090909090909091,True
VIV FP Equity,FR0000127771,Vivendi SE,Communication Services,0.00524952,829.85748,26.38,2020-12-31,VIV FP,VIV FP,VIV FP,VIV FP,10.79695626,0.25,True
ENI IM Equity,IT0003132476,Eni SpA,Energy,0.00521448,2543.929731,8.548,2020-12-31,ENI IM,ENI IM,ENI IM,ENI IM,11.24488764,0.5,False
CAP FP Equity,FR0000125338,Capgemini SE,Information Technology,0.00489469,160.977214,126.8,2020-12-31,CAP FP,CAP FP,CAP FP,CAP FP,15.38987212,0.18181818181818182,True
EOAN GY Equity,DE000ENAG999,E.ON SE,Utilities,0.00487979,2245.12098,9.064,2020-12-31,EOAN GY,EOAN GY,EOAN GR,EOAN GR,10.69702086,0.7368421052631579,False
LR FP Equity,FR0010307819,Legrand SA,Industrials,0.00467405,267.011128,73.0,2020-12-31,LR FP,LR FP,LR FP,LR FP,12.35084174,0.32432432432432434,False
ORA FP Equity,FR0000133308,Orange SA,Communication Services,0.00465677,1995.042449,9.734,2020-12-31,ORA FP,ORA FP,ORA FP,ORA FP,9.150305384,0.875,False
SGO FP Equity,FR0000125007,Cie de Saint-Gobain SA,Industrials,0.00465308,517.449278,37.5,2020-12-31,SGO FP,SGO FP,SGO FP,SGO FP,14.03409265,0.1891891891891892,True
STMPA FP Equity,NL0000226223,STMicroelectronics NV,Information Technology,0.0046281099999999,637.391864,30.28,2020-12-31,STMPA FP,STMPA FP,STMPA FP,STMPA FP,11.12747113,0.6363636363636364,False
WLN FP Equity,FR0011981968,Worldline SA/France,Financials,0.00454098,239.404286,79.1,2020-12-31,WLN FP,WLN FP,WLN FP,WLN FP,12.87016376,0.15,True
WKL NA Equity,NL0000395903,Wolters Kluwer NV,Industrials,0.00452123,273.016153,69.06,2020-12-31,WKL NA,WKL NA,WKL NA,WKL NA,10.71295833,0.5405405405405406,False
KYGA ID Equity,IE0004906560,Kerry Group PLC,Consumer Staples,0.00451807,158.998613,118.5,2020-12-31,KYGA ID,KYGA ID,KYGA ID,KYGA ID,10.72783626,0.7058823529411765,False
MRK GY Equity,DE0006599905,Merck KGaA,Health Care,0.00434969,129.242252,140.35,2020-12-31,MRK GY,MRK GY,MRK GR,MRK GR,14.85500868,0.08695652173913043,True
NOKIA FH Equity,FI0009000681,Nokia Oyj,Information Technology,0.0042720599999999,5653.886159,3.151,2020-12-31,NOKIA FH,NOKIA FH,NOKIA FH,NOKIA FH,10.61321413,0.7272727272727273,False
ML FP Equity,FR001400AJ45,Cie Generale des Etablissements Michelin SCA,Consumer Discretionary,0.004271,169.709274,104.95,2020-12-31,ML FP,ML FP,ML FP,ML FP,10.53309292,0.6923076923076923,False
DBK GY Equity,DE0005140008,Deutsche Bank AG,Financials,0.0042134,1963.434474,8.949,2020-12-31,DBK GY,DBK GY,DBK GR,DBK GR,1.363247863,1.0,False
AKZA NA Equity,NL0013267909,Akzo Nobel NV,Materials,0.00406542,192.962549,87.86,2020-12-31,AKZA NA,AKZA NA,AKZA NA,AKZA NA,10.88348608,0.375,False
HEN3 GY Equity,DE0006048432,Henkel AG & Co KGaA,Consumer Staples,0.00394331,178.162875,92.3,2020-12-31,HEN3 GY,HEN3 GY,HEN3 GR,HEN3 GR,10.83617883,0.6470588235294118,False
DHER GY Equity,DE000A2E4K43,Delivery Hero SE,Consumer Discretionary,0.00394164,129.42895,127.0,2020-12-31,DHER GY,DHER GY,DHER GR,DHER GR,8.495688018,0.8461538461538461,False
TEF SQ Equity,ES0178430E18,Telefonica SA,Communication Services,0.00393894,5062.015788,3.245,2020-12-31,TEF SQ,TEF SQ,TEF SM,TEF SM,10.39840364,0.4375,False
SAMPO FH Equity,FI4000552500,Sampo Oyj,Financials,0.00390471,471.029073,34.57,2020-12-31,SAMPO FH,SAMPO FH,SAMPO FH,SAMPO FH,11.81673504,0.35,False
UPM FH Equity,FI0009005987,UPM-Kymmene Oyj,Materials,0.00389978,533.735699,30.47,2020-12-31,UPM FH,UPM FH,UPM FH,UPM FH,10.25436359,0.5625,False
UCG IM Equity,IT0005239360,UniCredit SpA,Financials,0.0038978899999999,2125.398713,7.648,2020-12-31,UCG IM,UCG IM,UCG IM,UCG IM,12.70861171,0.2,True
TEP FP Equity,FR0000051807,Teleperformance SE,Industrials,0.00382081,58.7306,271.3,2020-12-31,TEP FP,TEP FP,TEP FP,TEP FP,8.92011395,0.9459459459459459,False
FRE GY Equity,DE0005785604,Fresenius SE & Co KGaA,Health Care,0.00379379,418.100313,37.84,2020-12-31,FRE GY,FRE GY,FRE GR,FRE GR,13.9734559,0.17391304347826086,True
G IM Equity,IT0000062072,Generali,Financials,0.0037725,1103.236433,14.26,2020-12-31,G IM,G IM,G IM,G IM,11.63104274,0.4,False
CLNX SQ Equity,ES0105066007,Cellnex Telecom SA,Communication Services,0.00372649,316.373361,49.12,2020-12-31,CLNX SQ,CLNX SQ,CLNX SM,CLNX SM,11.71202674,0.1875,True
DWNI GY Equity,DE000A0HN5C6,Deutsche Wohnen SE,Real Estate,0.00358132,341.836943,43.69,2020-12-31,DWNI GY,DWNI GY,DWNI GR,DWNI GR,8.459356988,1.0,False
FME GY Equity,DE0005785802,Fresenius Medical Care AG,Health Care,0.00348711,213.225593,68.2,2020-12-31,FME GY,FME GY,FME GR,FME GR,14.25111963,0.13043478260869565,True
EDP PL Equity,PTEDP0AM0009,EDP SA,Utilities,0.00343373,2777.23094,5.156,2020-12-31,EDP PL,EDP PL,EDP PL,EDP PL,10.9785371,0.631578947368421,False
KBC BB Equity,BE0003565737,KBC Group NV,Financials,0.0034316299999999,249.836785,57.28,2020-12-31,KBC BB,KBC BB,KBC BB,KBC BB,12.80863359,0.175,True
SY1 GY Equity,DE000SYM9999,Symrise AG,Materials,0.0033442499999999,128.65528,108.4,2020-12-31,SY1 GY,SY1 GY,SY1 GR,SY1 GR,9.393099434,0.8125,False
ZAL GY Equity,DE000ZAL1111,Zalando SE,Consumer Discretionary,0.0033401,152.964284,91.06,2020-12-31,ZAL GY,ZAL GY,ZAL GR,ZAL GR,11.12447904,0.5,False
GLE FP Equity,FR0000130809,Societe Generale SA,Financials,0.00330913,810.702919,17.022,2020-12-31,GLE FP,GLE FP,GLE FP,GLE FP,10.20401348,0.775,False
MT NA Equity,LU1598757687,ArcelorMittal SA,Materials,0.00324532,716.826353,18.88,2020-12-31,MT NA,MT NA,MT NA,MT NA,7.211210813,1.0,False
CON GY Equity,DE0005439004,Continental AG,Consumer Discretionary,0.00319837,110.003291,121.25,2020-12-31,CON GY,CON GY,CON GR,CON GR,8.118905249,0.8846153846153846,False
UG FP Equity,FR0000121501,Peugeot SA,Consumer Discretionary,0.00315491,588.138338,22.37,2020-12-31,UG FP,UG FP,UG FP,UG FP,10.05772269,0.7307692307692307,False
REP SQ Equity,ES0173516115,Repsol SA,Energy,0.00299559,1514.214948,8.25,2020-12-31,REP SQ,REP SQ,REP SM,REP SM,12.46861677,0.25,True
ENR GY Equity,DE000ENER6Y0,Siemens Energy AG,Industrials,0.00287507,399.654856,30.0,2020-12-31,ENR GY,ENR GY,ENR GR,ENR GR,12.56754552,0.24324324324324326,True
ACA FP Equity,FR0000045072,Credit Agricole SA,Financials,0.00285549,1153.875485,10.32,2020-12-31,ACA FP,ACA FP,ACA FP,ACA FP,13.05721631,0.1,True
ALO FP Equity,FR0010220475,Alstom SA,Industrials,0.00280153,250.653868,46.61,2020-12-31,ALO FP,ALO FP,ALO FP,ALO FP,10.41342031,0.6216216216216216,False
TKWY NA Equity,NL0012015705,Just Eat Takeaway.com NV,Consumer Discretionary,0.00280096,126.413508,92.4,2020-12-31,TKWY NA,TKWY NA,TKWY NA,TKWY NA,6.803413022,1.0,False
EDEN FP Equity,FR0010908533,Edenred SE,Financials,0.00274421,246.583351,46.41,2020-12-31,EDEN FP,EDEN FP,EDEN FP,EDEN FP,11.06159564,0.65,False
MTX GY Equity,DE000A0D9PT0,MTU Aero Engines AG,Industrials,0.00271702,53.095488,213.4,2020-12-31,MTX GY,MTX GY,MTX GR,MTX GR,10.16023758,0.7567567567567568,False
SHL GY Equity,DE000SHL1006,Siemens Healthineers AG,Health Care,0.0027054099999999,268.75,41.98,2020-12-31,SHL GY,SHL GY,SHL GR,SHL GR,12.54966307,0.43478260869565216,False
FER SQ Equity,NL0015001FS8,Ferrovial SE,Industrials,0.0026376,486.696559,22.6,2020-12-31,FER SQ,FER SQ,FER SM,FER SM,12.63197897,0.21621621621621623,True
ARGX BB Equity,NL0010832176,Argenx SE,Health Care,0.0025915,44.657443,242.0,2020-12-31,ARGX BB,ARGX BB,ARGX BB,ARGX BB,13.03093633,0.2608695652173913,True
VIE FP Equity,FR0000124141,Veolia Environnement SA,Utilities,0.00258583,538.903212,20.01,2020-12-31,VIE FP,VIE FP,VIE FP,VIE FP,11.63552037,0.5263157894736842,False
UCB BB Equity,BE0003739530,UCB SA,Health Care,0.0025611899999999,126.428678,84.48,2020-12-31,UCB BB,UCB BB,UCB BB,UCB BB,13.55416481,0.21739130434782608,True
NN NA Equity,NL0010773842,NN Group NV,Financials,0.00245579,288.239907,35.53,2020-12-31,NN NA,NN NA,NN NA,NN NA,11.82814081,0.325,False
QIA GY Equity,NL0015002CX3,QIAGEN NV,Health Care,0.00234968,230.829,42.45,2020-12-31,QIA GY,QIA GY,QIA GR,QIA GR,12.6601106,0.34782608695652173,False
BNR GY Equity,DE000A1DAHH0,Brenntag SE,Industrials,0.00234665,154.5,63.34,2020-12-31,BNR GY,BNR GY,BNR GR,BNR GR,11.21095779,0.5135135135135135,False
MONC IM Equity,IT0004965148,Moncler SpA,Consumer Discretionary,0.0023297,193.764468,50.14,2020-12-31,MONC IM,MONC IM,MONC IM,MONC IM,15.9091832,0.038461538461538464,True
AENA SQ Equity,ES0105046009,Aena SME SA,Industrials,0.00230168,67.5,142.2,2020-12-31,AENA SQ,AENA SQ,AENA SM,AENA SM,15.79571269,0.08108108108108109,True
BEI GY Equity,DE0005200000,Beiersdorf AG,Consumer Staples,0.00228275,100.8,94.44,2020-12-31,BEI GY,BEI GY,BEI GR,BEI GR,8.794176643,0.9411764705882353,False
HFG GY Equity,DE000A161408,HelloFresh SE,Consumer Staples,0.00223969,147.784752,63.2,2020-12-31,HFG GY,HFG GY,HFG GR,HFG GR,9.394409005,0.7647058823529411,False
GBLB BB Equity,BE0003797140,Groupe Bruxelles Lambert NV,Financials,0.00223506,112.950801,82.52,2020-12-31,GBLB BB,GBLB BB,GBLB BB,GBLB BB,12.57657661,0.225,True
SRG IM Equity,IT0003153415,Snam SpA,Utilities,0.00222482,2016.514685,4.601,2020-12-31,SRG IM,SRG IM,SRG IM,SRG IM,12.51443798,0.3157894736842105,False
1COV GY Equity,DE0006062144,Covestro AG,Materials,0.00222173,183.54,50.48,2020-12-31,1COV GY,1COV GY,1COV GR,1COV GR,10.74004821,0.5,False
HEI GY Equity,DE0006047004,Heidelberg Materials AG,Materials,0.00218461,148.812358,61.22,2020-12-31,HEI GY,HEI GY,HEI GR,HEI GR,11.34957487,0.3125,False
STERV FH Equity,FI0009005961,Stora Enso Oyj,Materials,0.00218248,581.745803,15.645,2020-12-31,STERV FH,STERV FH,STERV FH,STERV FH,10.85632212,0.4375,False
ERF FP Equity,FR0014000MR3,Eurofins Scientific SE,Health Care,0.0021821099999999,132.593244,68.63,2020-12-31,ERF FP,ERF FP,ERF FP,ERF FP,8.264907128,0.6086956521739131,False
LEG GY Equity,DE000LEG1110,LEG Immobilien SE,Real Estate,0.00217483,71.379836,127.06,2020-12-31,LEG GY,LEG GY,LEG GR,LEG GR,14.60129062,0.2857142857142857,True
PUM GY Equity,DE0006969603,Puma SE,Consumer Discretionary,0.00216938,98.036016,92.28,2020-12-31,PUM GY,PUM GY,PUM GR,PUM GR,11.15506326,0.46153846153846156,False
KPN NA Equity,NL0000009082,Koninklijke KPN NV,Communication Services,0.00213049,3572.417743,2.487,2020-12-31,KPN NA,KPN NA,KPN NA,KPN NA,10.0715646,0.625,False
KSP ID Equity,IE0004927939,Kingspan Group PLC,Industrials,0.00212196,154.164395,57.4,2020-12-31,KSP ID,KSP ID,KSP ID,KSP ID,11.24739344,0.4864864864864865,False
PUB FP Equity,FR0000130577,Publicis Groupe SA,Communication Services,0.0021174699999999,216.641593,40.76,2020-12-31,PUB FP,PUB FP,PUB FP,PUB FP,15.67469307,0.0625,True
TRN IM Equity,IT0003242622,Terna - Rete Elettrica Nazionale,Utilities,0.0021087,1406.9944,6.25,2020-12-31,TRN IM,TRN IM,TRN IM,TRN IM,13.03873361,0.15789473684210525,True
FORTUM FH Equity,FI0009007132,Fortum Oyj,Utilities,0.00209814,444.147233,19.7,2020-12-31,FORTUM FH,FORTUM FH,FORTUM FH,FORTUM FH,10.84353929,0.6842105263157895,False
PAH3 GY Equity,DE000PAH0038,Porsche Automobil Holding SE,Consumer Discretionary,0.00207094,153.125,56.4,2020-12-31,PAH3 GY,PAH3 GY,PAH3 GR,PAH3 GR,7.825617014,0.9230769230769231,False
CA FP Equity,FR0000120172,Carrefour SA,Consumer Staples,0.0020630699999999,613.21788,14.03,2020-12-31,CA FP,CA FP,CA FP,CA FP,12.1087435,0.17647058823529413,True
FBK IM Equity,IT0000072170,FinecoBank Banca Fineco SpA,Financials,0.00195866,609.554043,13.4,2020-12-31,FBK IM,FBK IM,FBK IM,FBK IM,11.75622492,0.375,False
KBX GY Equity,DE000KBX1006,Knorr-Bremse AG,Industrials,0.00194265,72.54,111.68,2020-12-31,KBX GY,KBX GY,KBX GR,KBX GR,12.39505928,0.2972972972972973,True
DIM FP Equity,FR0013154002,Sartorius Stedim Biotech,Health Care,0.00193104,27.654057,291.2,2020-12-31,DIM FP,DIM FP,DIM FP,DIM FP,6.701745881,0.9130434782608695,False
EDF FP Equity,FR0010242511,Electricite de France SA,Utilities,0.00191938,620.724217,12.895,2020-12-31,EDF FP,EDF FP,EDF FP,EDF FP,11.6376465,0.47368421052631576,False
HO FP Equity,FR0000121329,Thales SA,Industrials,0.0019137499999999,106.552041,74.9,2020-12-31,HO FP,HO FP,HO FP,HO FP,10.28814063,0.7297297297297297,False
SGRE SQ Equity,ES0143416115,Siemens Gamesa Renewable Energy SA,Industrials,0.00189167,238.400184,33.09,2020-12-31,SGRE SQ,SGRE SQ,SGRE SM,SGRE SM,15.83212244,0.05405405405405406,True
HNR1 GY Equity,DE0008402215,Hannover Rueck SE,Financials,0.00188405,60.298567,130.3,2020-12-31,HNR1 GY,HNR1 GY,HNR1 GR,HNR1 GR,10.14199007,0.8,False
UMI BB Equity,BE0974320526,Umicore SA,Materials,0.00185718,197.12,39.29,2020-12-31,UMI BB,UMI BB,UMI BB,UMI BB,9.740900755,0.625,False
EN FP Equity,FR0000120503,Bouygues SA,Industrials,0.00184006,228.037645,33.65,2020-12-31,EN FP,EN FP,EN FP,EN FP,9.626494236,0.8378378378378378,False
AGS BB Equity,BE0974264930,Ageas SA/NV,Financials,0.00182983,175.098217,43.58,2020-12-31,AGS BB,AGS BB,AGS BB,AGS BB,11.50011201,0.475,False
CABK SQ Equity,ES0140609019,CaixaBank SA,Financials,0.00180811,3588.862819,2.101,2020-12-31,CABK SQ,CABK SQ,CABK SM,CABK SM,10.72810217,0.7,False
ATO FP Equity,FR0000051732,Atos SE,Information Technology,0.00177515,98.993849,74.78,2020-12-31,ATO FP,ATO FP,ATO FP,ATO FP,7.430536072,0.9090909090909091,False
FR FP Equity,FR0013176526,Valeo SE,Consumer Discretionary,0.0017724799999999,228.984906,32.28,2020-12-31,FR FP,FR FP,FR FP,FR FP,12.22393993,0.3076923076923077,False
ATL IM Equity,IT0003506190,Mundys SpA,Industrials,0.0017483099999999,495.470394,14.715,2020-12-31,ATL IM,ATL IM,ATL IM,ATL IM,17.73809524,0.02702702702702703,True
ACS SQ Equity,ES0167050915,ACS Actividades de Construccion y Servicios SA,Industrials,0.00174132,267.464905,27.15,2020-12-31,ACS SQ,ACS SQ,ACS SM,ACS SM,10.29703193,0.7027027027027027,False
RED SQ Equity,ES0173093024,Redeia Corp SA,Utilities,0.00174123,432.864,16.775,2020-12-31,RED SQ,RED SQ,RED SM,RED SM,13.01039182,0.2631578947368421,True
UBI FP Equity,FR0000054470,Ubisoft Entertainment SA,Communication Services,0.00173109,91.565295,78.84,2020-12-31,UBI FP,UBI FP,UBI FP,UBI FP,11.80094786,0.125,True
NEXI IM Equity,IT0005366767,Nexi SpA,Financials,0.00172186,439.444444,16.34,2020-12-31,NEXI IM,NEXI IM,NEXI IM,NEXI IM,9.544333761,0.85,False
SOLB BB Equity,BE0003470755,Solvay SA,Materials,0.00172176,74.113491,96.88,2020-12-31,SOLB BB,SOLB BB,SOLB BB,SOLB BB,11.44364086,0.1875,True
GRF SQ Equity,ES0171996087,Grifols SA,Health Care,0.0017081099999999,298.290859,23.88,2020-12-31,GRF SQ,GRF SQ,GRF SM,GRF SM,19.57778878,0.043478260869565216,True
ELE SQ Equity,ES0130670112,Endesa SA,Utilities,0.00170229,317.625635,22.35,2020-12-31,ELE SQ,ELE SQ,ELE SM,ELE SM,13.26065166,0.10526315789473684,True
PRY IM Equity,IT0004176001,Prysmian SpA,Industrials,0.00168286,241.329821,29.08,2020-12-31,PRY IM,PRY IM,PRY IM,PRY IM,11.86301457,0.3783783783783784,False
EBS AV Equity,AT0000652011,Erste Group Bank AG,Financials,0.00167077,279.37,24.94,2020-12-31,EBS AV,EBS AV,EBS AV,EBS AV,10.59439338,0.75,False
RNO FP Equity,FR0000131906,Renault SA,Consumer Discretionary,0.0016483,192.219485,35.76,2020-12-31,RNO FP,RNO FP,RNO FP,RNO FP,11.77996506,0.4230769230769231,False
FGR FP Equity,FR0000130452,Eiffage SA,Industrials,0.00160463,84.661601,79.04,2020-12-31,FGR FP,FGR FP,FGR FP,FGR FP,9.626494236,0.8648648648648649,False
TMV GY Equity,DE000A2YN900,TeamViewer SE,Information Technology,0.00158498,150.803198,43.83,2020-12-31,TMV GY,TMV GY,TMV GR,TMV GR,14.28001301,0.2727272727272727,True
AKE FP Equity,FR0010313833,Arkema SA,Materials,0.00154845,69.062828,93.5,2020-12-31,AKE FP,AKE FP,AKE FP,AKE FP,11.39472632,0.25,True
BVI FP Equity,FR0006174348,Bureau Veritas SA,Industrials,0.00153283,293.760387,21.76,2020-12-31,BVI FP,BVI FP,BVI FP,BVI FP,14.07980125,0.16216216216216217,True
