ticker,ID_ISIN,name,GICS_SECTOR_NAME,weight,shares,price,snapshot_date,ticker_bb,ticker_base,ticker_alt,merge_key,esg_score_raw,sector_pct_rank,in_esg_universe
SAP GY Equity,DE0007164600,SAP SE,Information Technology,0.02779098,982.803386,120.32,2019-12-31,SAP GY,SAP GY,SAP GR,SAP GR,12.13920004,0.5555555555555556,False
TTE FP Equity,FR0000120271,TotalEnergies SE,Energy,0.02775143,2400.053652,49.2,2019-12-31,TTE FP,TTE FP,TTE FP,TTE FP,9.8405233,0.75,False
MC FP Equity,FR0000121014,LVMH Moet Hennessy Louis Vuitton SE,Consumer Discretionary,0.0270604,277.987207,414.2,2019-12-31,MC FP,MC FP,MC FP,MC FP,15.49269548,0.07692307692307693,True
ASML NA Equity,NL0010273215,ASML Holding NV,Information Technology,0.02637981,425.659415,263.7,2019-12-31,ASML NA,ASML NA,ASML NA,ASML NA,13.34239494,0.3333333333333333,False
SAN FP Equity,FR0000120578,Sanofi SA,Health Care,0.02373424,1126.862664,89.62,2019-12-31,SAN FP,SAN FP,SAN FP,SAN FP,12.96085788,0.3157894736842105,False
ALV GY Equity,DE0008404005,Allianz SE,Financials,0.02178655,424.459661,218.4,2019-12-31,ALV GY,ALV GY,ALV GR,ALV GR,12.51524897,0.22727272727272727,True
SIE GY Equity,DE0007236101,Siemens AG,Industrials,0.0209525,765.0,116.54,2019-12-31,SIE GY,SIE GY,SIE GR,SIE GR,12.2903563,0.34210526315789475,False
AIR FP Equity,NL0000235190,Airbus SE,Industrials,0.01789526,583.572541,130.48,2019-12-31,AIR FP,AIR FP,AIR FP,AIR FP,11.56071915,0.42105263157894735,False
UNAT NA Equity,NL0000388619,Unilever NV,Consumer Staples,0.01766848,1467.491315,51.23,2019-12-31,UNAT NA,UNAT NA,UNAT NA,UNAT NA,9.512132926,0.7058823529411765,False
BAYN GY Equity,DE000BAY0017,Bayer AG,Health Care,0.0159574499999999,932.551964,72.81,2019-12-31,BAYN GY,BAYN GY,BAYN GR,BAYN GR,5.350956938,1.0,False
OR FP Equity,FR0000120321,L'Oreal SA,Consumer Staples,0.01567838,252.69567,264.0,2019-12-31,OR FP,OR FP,OR FP,OR FP,11.13145546,0.5294117647058824,False
SAN SQ Equity,ES0113900J37,Banco Santander SA,Financials,0.01456766,16618.114582,3.73,2019-12-31,SAN SQ,SAN SQ,SAN SM,SAN SM,10.85115598,0.6590909090909091,False
BAS GY Equity,DE000BASF111,BASF SE,Materials,0.01453805,918.478694,67.35,2019-12-31,BAS GY,BAS GY,BAS GR,BAS GR,9.504436296,0.7058823529411765,False
AI FP Equity,FR0000120073,Air Liquide SA,Materials,0.0139903899999999,471.705862,126.2,2019-12-31,AI FP,AI FP,AI FP,AI FP,9.466211463,0.7647058823529411,False
BNP FP Equity,FR0000131104,BNP Paribas SA,Financials,0.01396569,1124.818705,52.83,2019-12-31,BNP FP,BNP FP,BNP FP,BNP FP,11.50298566,0.45454545454545453,False
ENEL IM Equity,IT0003128367,Enel SpA,Utilities,0.01351795,8133.343957,7.072,2019-12-31,ENEL IM,ENEL IM,ENEL IM,ENEL IM,11.39053013,0.6111111111111112,False
IBE SQ Equity,ES0144580Y14,Iberdrola SA,Utilities,0.0130396,6043.9684,9.18,2019-12-31,IBE SQ,IBE SQ,IBE SM,IBE SM,10.53379258,0.8888888888888888,False
ABI BB Equity,BE0974293251,Anheuser-Busch InBev SA/NV,Consumer Staples,0.01302042,761.95897,72.71,2019-12-31,ABI BB,ABI BB,ABI BB,ABI BB,7.442193321,1.0,False
ADS GY Equity,DE000A1EWWW0,adidas AG,Consumer Discretionary,0.01228494,180.374567,289.8,2019-12-31,ADS GY,ADS GY,ADS GR,ADS GR,11.03421223,0.5769230769230769,False
SU FP Equity,FR0000121972,Schneider Electric SE,Industrials,0.01188924,552.883757,91.5,2019-12-31,SU FP,SU FP,SU FP,SU FP,14.55448734,0.10526315789473684,True
DG FP Equity,FR0000125486,Vinci SA,Industrials,0.01188341,510.747883,99.0,2019-12-31,DG FP,DG FP,DG FP,DG FP,10.48962162,0.6052631578947368,False
DTE GY Equity,DE0005557508,Deutsche Telekom AG,Communication Services,0.01141292,3333.021017,14.57,2019-12-31,DTE GY,DTE GY,DTE GR,DTE GR,10.69840454,0.4444444444444444,False
CS FP Equity,FR0000120628,AXA SA,Financials,0.01140218,1932.15383,25.11,2019-12-31,CS FP,CS FP,CS FP,CS FP,10.68963652,0.7272727272727273,False
BN FP Equity,FR0000120644,Danone SA,Consumer Staples,0.01072443,617.49086,73.9,2019-12-31,BN FP,BN FP,BN FP,BN FP,11.81414749,0.23529411764705882,True
SAF FP Equity,FR0000073272,Safran SA,Industrials,0.0105879799999999,327.293514,137.65,2019-12-31,SAF FP,SAF FP,SAF FP,SAF FP,10.39231276,0.6578947368421053,False
MBG GY Equity,DE0007100000,Mercedes-Benz Group AG,Consumer Discretionary,0.01055114,909.36183,49.37,2019-12-31,MBG GY,MBG GY,MBG GR,MBG GR,12.0088377,0.38461538461538464,False
KER FP Equity,FR0000121485,Kering SA,Consumer Discretionary,0.01042047,75.767593,585.2,2019-12-31,KER FP,KER FP,KER FP,KER FP,11.03421223,0.6153846153846154,False
INGA NA Equity,NL0011821202,ING Groep NV,Financials,0.00978743,3896.481961,10.688,2019-12-31,INGA NA,INGA NA,INGA NA,INGA NA,11.16400831,0.5227272727272727,False
PHIA NA Equity,NL0000009538,Koninklijke Philips NV,Health Care,0.0092591,905.275077,43.52,2019-12-31,PHIA NA,PHIA NA,PHIA NA,PHIA NA,12.57116426,0.42105263157894735,False
EL FP Equity,FR0000121667,EssilorLuxottica SA,Health Care,0.00904626,283.445695,135.8,2019-12-31,EL FP,EL FP,EL FP,EL FP,7.894426275,0.7894736842105263,False
MUV2 GY Equity,DE0008430026,Muenchener Rueckversicherungs-Gesellschaft AG in Muenchen,Financials,0.00892021,144.317861,263.0,2019-12-31,MUV2 GY,MUV2 GY,MUV2 GR,MUV2 GR,11.56922221,0.4318181818181818,False
ENI IM Equity,IT0003132476,Eni SpA,Energy,0.00827806,2543.929731,13.846,2019-12-31,ENI IM,ENI IM,ENI IM,ENI IM,11.24488764,0.5,False
ISP IM Equity,IT0000072618,Intesa Sanpaolo SpA,Financials,0.00821463,14883.269161,2.3485,2019-12-31,ISP IM,ISP IM,ISP IM,ISP IM,13.47540175,0.06818181818181818,True
ITX SQ Equity,ES0148396007,Industria de Diseno Textil SA,Consumer Discretionary,0.00806262,1090.8275,31.45,2019-12-31,ITX SQ,ITX SQ,ITX SM,ITX SM,13.05574169,0.19230769230769232,True
RI FP Equity,FR0000120693,Pernod Ricard SA,Consumer Staples,0.00795452,212.337274,159.4,2019-12-31,RI FP,RI FP,RI FP,RI FP,11.73501532,0.35294117647058826,False
DHL GY Equity,DE0005552004,Deutsche Post AG,Industrials,0.00790665,989.205407,34.01,2019-12-31,DHL GY,DHL GY,DHL GR,DHL GR,9.699942599,0.8421052631578947,False
BBVA SQ Equity,ES0113211835,Banco Bilbao Vizcaya Argentaria SA,Financials,0.00780869,6667.88658,4.983,2019-12-31,BBVA SQ,BBVA SQ,BBVA SM,BBVA SM,11.26126374,0.5,False
PRX NA Equity,NL0013654783,Prosus NV,Consumer Discretionary,0.00762076,487.395621,66.53,2019-12-31,PRX NA,PRX NA,PRX NA,PRX NA,10.89797459,0.6538461538461539,False
AMS SQ Equity,ES0109067019,Amadeus IT Group SA,Consumer Discretionary,0.0073786799999999,431.268436,72.8,2019-12-31,AMS SQ,AMS SQ,AMS SM,AMS SM,12.62107635,0.23076923076923078,True
TEF SQ Equity,ES0178430E18,Telefonica SA,Communication Services,0.00683859,4672.918517,6.227,2019-12-31,TEF SQ,TEF SQ,TEF SM,TEF SM,10.39840364,0.5,False
DB1 GY Equity,DE0005810055,Deutsche Boerse AG,Financials,0.00625815,190.0,140.15,2019-12-31,DB1 GY,DB1 GY,DB1 GR,DB1 GR,12.96339738,0.11363636363636363,True
AD NA Equity,NL0011794037,Koninklijke Ahold Delhaize NV,Consumer Staples,0.00620237,1183.724959,22.295,2019-12-31,AD NA,AD NA,AD NA,AD NA,11.76815987,0.29411764705882354,True
ENGI FP Equity,FR0010208488,Engie SA,Utilities,0.0061812,1826.463758,14.4,2019-12-31,ENGI FP,ENGI FP,ENGI FP,ENGI FP,10.17258732,0.9444444444444444,False
ORA FP Equity,FR0000133308,Orange SA,Communication Services,0.00615156,1995.042449,13.12,2019-12-31,ORA FP,ORA FP,ORA FP,ORA FP,9.150305384,0.8333333333333334,False
UCG IM Equity,IT0005239360,UniCredit SpA,Financials,0.00615056,2010.039158,13.02,2019-12-31,UCG IM,UCG IM,UCG IM,UCG IM,12.70861171,0.18181818181818182,True
IFX GY Equity,DE0006231004,Infineon Technologies AG,Information Technology,0.00596765,1250.241427,20.31,2019-12-31,IFX GY,IFX GY,IFX GR,IFX GR,11.12747113,0.6666666666666666,False
GLE FP Equity,FR0000130809,Societe Generale SA,Financials,0.0059092599999999,810.702919,31.015,2019-12-31,GLE FP,GLE FP,GLE FP,GLE FP,10.20401348,0.7727272727272727,False
VNA GY Equity,DE000A1ML7J1,Vonovia SE,Real Estate,0.0058114299999999,515.15993,48.0,2019-12-31,VNA GY,VNA GY,VNA GR,VNA GR,10.50684144,0.8571428571428571,False
HEIA NA Equity,NL0000009165,Heineken NV,Consumer Staples,0.0057822099999999,259.201176,94.92,2019-12-31,HEIA NA,HEIA NA,HEIA NA,HEIA NA,9.141340314,0.7647058823529411,False
BMW GY Equity,DE0005190003,Bayerische Motoren Werke AG,Consumer Discretionary,0.00569128,331.097358,73.14,2019-12-31,BMW GY,BMW GY,BMW GR,BMW GR,9.137982303,0.8076923076923077,False
VIV FP Equity,FR0000127771,Vivendi SE,Communication Services,0.00518221,854.003495,25.82,2019-12-31,VIV FP,VIV FP,VIV FP,VIV FP,10.79695626,0.3333333333333333,False
EOAN GY Equity,DE000ENAG999,E.ON SE,Utilities,0.00502526,2245.12098,9.524,2019-12-31,EOAN GY,EOAN GY,EOAN GR,EOAN GR,10.69702086,0.7777777777777778,False
RMS FP Equity,FR0000052292,Hermes International SCA,Consumer Discretionary,0.00495865,31.670824,666.2,2019-12-31,RMS FP,RMS FP,RMS FP,RMS FP,15.49269548,0.11538461538461539,True
DSM NA Equity,NL0000009827,DSM BV,Materials,0.00495027,181.425,116.1,2019-12-31,DSM NA,DSM NA,DSM NA,DSM NA,8.285420472,0.8823529411764706,False
FRE GY Equity,DE0005785604,Fresenius SE & Co KGaA,Health Care,0.0049276,417.835215,50.18,2019-12-31,FRE GY,FRE GY,FRE GR,FRE GR,13.9734559,0.21052631578947367,True
REP SQ Equity,ES0173516115,Repsol SA,Energy,0.00485344,1482.515328,13.93,2019-12-31,REP SQ,REP SQ,REP SM,REP SM,12.46861677,0.25,True
AKZA NA Equity,NL0013267909,Akzo Nobel NV,Materials,0.00485153,227.750493,90.64,2019-12-31,AKZA NA,AKZA NA,AKZA NA,AKZA NA,10.88348608,0.35294117647058826,False
G IM Equity,IT0000062072,Generali,Financials,0.00475044,1098.841382,18.395,2019-12-31,G IM,G IM,G IM,G IM,11.63104274,0.4090909090909091,False
KNEBV FH Equity,FI0009013403,Kone Oyj,Industrials,0.00465541,339.890361,58.28,2019-12-31,KNEBV FH,KNEBV FH,KNEBV FH,KNEBV FH,10.52162655,0.5789473684210527,False
LR FP Equity,FR0010307819,Legrand SA,Industrials,0.00455481,266.805751,72.64,2019-12-31,LR FP,LR FP,LR FP,LR FP,12.35084174,0.3157894736842105,False
DSY FP Equity,FR0014003TT8,Dassault Systemes SE,Information Technology,0.00452785,131.463984,146.55,2019-12-31,DSY FP,DSY FP,DSY FP,DSY FP,15.59484049,0.1111111111111111,True
ML FP Equity,FR001400AJ45,Cie Generale des Etablissements Michelin SCA,Consumer Discretionary,0.00438171,170.891153,109.1,2019-12-31,ML FP,ML FP,ML FP,ML FP,10.53309292,0.6923076923076923,False
NOKIA FH Equity,FI0009000681,Nokia Oyj,Information Technology,0.00436571,5635.968159,3.296,2019-12-31,NOKIA FH,NOKIA FH,NOKIA FH,NOKIA FH,10.61321413,0.8888888888888888,False
WKL NA Equity,NL0000395903,Wolters Kluwer NV,Industrials,0.0042743,279.71686,65.02,2019-12-31,WKL NA,WKL NA,WKL NA,WKL NA,10.71295833,0.5526315789473685,False
SGO FP Equity,FR0000125007,Cie de Saint-Gobain SA,Industrials,0.00421981,491.926504,36.5,2019-12-31,SGO FP,SGO FP,SGO FP,SGO FP,14.03409265,0.18421052631578946,True
KYGA ID Equity,IE0004906560,Kerry Group PLC,Consumer Staples,0.0041471,158.829431,111.1,2019-12-31,KYGA ID,KYGA ID,KYGA ID,KYGA ID,10.72783626,0.6470588235294118,False
CAP FP Equity,FR0000125338,Capgemini SE,Information Technology,0.00406753,158.929044,108.9,2019-12-31,CAP FP,CAP FP,CAP FP,CAP FP,15.38987212,0.2222222222222222,True
SAMPO FH Equity,FI4000552500,Sampo Oyj,Financials,0.00405396,443.32148,38.91,2019-12-31,SAMPO FH,SAMPO FH,SAMPO FH,SAMPO FH,11.81673504,0.36363636363636365,False
KBC BB Equity,BE0003565737,KBC Group NV,Financials,0.00393523,249.693406,67.06,2019-12-31,KBC BB,KBC BB,KBC BB,KBC BB,12.80863359,0.1590909090909091,True
UPM FH Equity,FI0009005987,UPM-Kymmene Oyj,Materials,0.00387726,533.735699,30.91,2019-12-31,UPM FH,UPM FH,UPM FH,UPM FH,10.25436359,0.5294117647058824,False
HEN3 GY Equity,DE0006048432,Henkel AG & Co KGaA,Consumer Staples,0.0038605299999999,178.162875,92.2,2019-12-31,HEN3 GY,HEN3 GY,HEN3 GR,HEN3 GR,10.83617883,0.5882352941176471,False
STMPA FP Equity,NL0000226223,STMicroelectronics NV,Information Technology,0.00384713,682.919854,23.97,2019-12-31,STMPA FP,STMPA FP,STMPA FP,STMPA FP,11.12747113,0.7777777777777778,False
RWE GY Equity,DE0007037129,RWE AG,Utilities,0.00375384,584.008224,27.35,2019-12-31,RWE GY,RWE GY,RWE GR,RWE GR,10.00715852,1.0,False
ACA FP Equity,FR0000045072,Credit Agricole SA,Financials,0.00350501,1153.875485,12.925,2019-12-31,ACA FP,ACA FP,ACA FP,ACA FP,13.05721631,0.09090909090909091,True
FME GY Equity,DE0005785802,Fresenius Medical Care AG,Health Care,0.00330242,213.035409,65.96,2019-12-31,FME GY,FME GY,FME GR,FME GR,14.25111963,0.15789473684210525,True
MRK GY Equity,DE0006599905,Merck KGaA,Health Care,0.00319991,129.242252,105.35,2019-12-31,MRK GY,MRK GY,MRK GR,MRK GR,14.85500868,0.10526315789473684,True
DBK GY Equity,DE0005140008,Deutsche Bank AG,Financials,0.00319178,1963.434474,6.917,2019-12-31,DBK GY,DBK GY,DBK GR,DBK GR,1.363247863,1.0,False
FER SQ Equity,NL0015001FS8,Ferrovial SE,Industrials,0.00311555,491.535285,26.97,2019-12-31,FER SQ,FER SQ,FER SM,FER SM,12.63197897,0.23684210526315788,True
MTX GY Equity,DE000A0D9PT0,MTU Aero Engines AG,Industrials,0.0031114399999999,52.0,254.6,2019-12-31,MTX GY,MTX GY,MTX GR,MTX GR,10.16023758,0.7631578947368421,False
NESTE FH Equity,FI0009013296,Neste Oyj,Energy,0.00308425,423.066082,31.02,2019-12-31,NESTE FH,NESTE FH,NESTE FH,NESTE FH,12.71111532,0.125,True
DWNI GY Equity,DE000A0HN5C6,Deutsche Wohnen SE,Real Estate,0.00307883,359.705219,36.42,2019-12-31,DWNI GY,DWNI GY,DWNI GR,DWNI GR,8.459356988,1.0,False
VIE FP Equity,FR0000124141,Veolia Environnement SA,Utilities,0.00299528,537.53434,23.71,2019-12-31,VIE FP,VIE FP,VIE FP,VIE FP,11.63552037,0.5555555555555556,False
TEP FP Equity,FR0000051807,Teleperformance SE,Industrials,0.00299304,58.5806,217.4,2019-12-31,TEP FP,TEP FP,TEP FP,TEP FP,8.92011395,0.9736842105263158,False
CON GY Equity,DE0005439004,Continental AG,Consumer Discretionary,0.00297978,110.003291,115.26,2019-12-31,CON GY,CON GY,CON GR,CON GR,8.118905249,0.9230769230769231,False
UG FP Equity,FR0000121501,Peugeot SA,Consumer Discretionary,0.00294414,588.138338,21.3,2019-12-31,UG FP,UG FP,UG FP,UG FP,10.05772269,0.7307692307692307,False
SY1 GY Equity,DE000SYM9999,Symrise AG,Materials,0.00283615,128.65528,93.8,2019-12-31,SY1 GY,SY1 GY,SY1 GR,SY1 GR,9.393099434,0.8235294117647058,False
AENA SQ Equity,ES0105046009,Aena SME SA,Industrials,0.00270475,67.5,170.5,2019-12-31,AENA SQ,AENA SQ,AENA SM,AENA SM,15.79571269,0.07894736842105263,True
EDEN FP Equity,FR0010908533,Edenred SE,Financials,0.0026349499999999,243.204857,46.1,2019-12-31,EDEN FP,EDEN FP,EDEN FP,EDEN FP,11.06159564,0.6363636363636364,False
BEI GY Equity,DE0005200000,Beiersdorf AG,Consumer Staples,0.00252651,100.8,106.65,2019-12-31,BEI GY,BEI GY,BEI GR,BEI GR,8.794176643,0.8823529411764706,False
MT NA Equity,LU1598757687,ArcelorMittal SA,Materials,0.00244183,664.237356,15.642,2019-12-31,MT NA,MT NA,MT NA,MT NA,7.211210813,1.0,False
HNR1 GY Equity,DE0008402215,Hannover Rueck SE,Financials,0.0024416999999999,60.298567,172.3,2019-12-31,HNR1 GY,HNR1 GY,HNR1 GR,HNR1 GR,10.14199007,0.7954545454545454,False
NN NA Equity,NL0010773842,NN Group NV,Financials,0.00243229,306.015237,33.82,2019-12-31,NN NA,NN NA,NN NA,NN NA,11.82814081,0.3409090909090909,False
ATL IM Equity,IT0003506190,Mundys SpA,Industrials,0.00242087,495.470394,20.79,2019-12-31,ATL IM,ATL IM,ATL IM,ATL IM,17.73809524,0.02631578947368421,True
PAH3 GY Equity,DE000PAH0038,Porsche Automobil Holding SE,Consumer Discretionary,0.00239817,153.125,66.64,2019-12-31,PAH3 GY,PAH3 GY,PAH3 GR,PAH3 GR,7.825617014,0.9615384615384616,False
EBS AV Equity,AT0000652011,Erste Group Bank AG,Financials,0.00237293,300.86,33.56,2019-12-31,EBS AV,EBS AV,EBS AV,EBS AV,10.59439338,0.75,False
CABK SQ Equity,ES0140609019,CaixaBank SA,Financials,0.00235996,3588.862819,2.798,2019-12-31,CABK SQ,CABK SQ,CABK SM,CABK SM,10.72810217,0.6818181818181818,False
EDP PL Equity,PTEDP0AM0009,EDP SA,Utilities,0.00232437,2559.576401,3.864,2019-12-31,EDP PL,EDP PL,EDP PL,EDP PL,10.9785371,0.6666666666666666,False
HO FP Equity,FR0000121329,Thales SA,Industrials,0.00231684,106.552041,92.52,2019-12-31,HO FP,HO FP,HO FP,HO FP,10.28814063,0.7368421052631579,False
FORTUM FH Equity,FI0009007132,Fortum Oyj,Utilities,0.00229641,444.147233,22.0,2019-12-31,FORTUM FH,FORTUM FH,FORTUM FH,FORTUM FH,10.84353929,0.7222222222222222,False
HEI GY Equity,DE0006047004,Heidelberg Materials AG,Materials,0.00227187,148.812358,64.96,2019-12-31,HEI GY,HEI GY,HEI GR,HEI GR,11.34957487,0.29411764705882354,True
CLNX SQ Equity,ES0105066007,Cellnex Telecom SA,Communication Services,0.00225891,250.49998,38.37,2019-12-31,CLNX SQ,CLNX SQ,CLNX SM,CLNX SM,11.71202674,0.2222222222222222,True
SRG IM Equity,IT0003153415,Snam SpA,Utilities,0.0022432199999999,2036.90455,4.686,2019-12-31,SRG IM,SRG IM,SRG IM,SRG IM,12.51443798,0.3333333333333333,False
AGS BB Equity,BE0974264930,Ageas SA/NV,Financials,0.00221041,178.536894,52.68,2019-12-31,AGS BB,AGS BB,AGS BB,AGS BB,11.50011201,0.4772727272727273,False
KPN NA Equity,NL0000009082,Koninklijke KPN NV,Communication Services,0.00220893,3572.417743,2.631,2019-12-31,KPN NA,KPN NA,KPN NA,KPN NA,10.0715646,0.6666666666666666,False
GRF SQ Equity,ES0171996087,Grifols SA,Health Care,0.00220335,298.290859,31.43,2019-12-31,GRF SQ,GRF SQ,GRF SM,GRF SM,19.57778878,0.05263157894736842,True
SW FP Equity,FR0000121220,Sodexo SA,Consumer Discretionary,0.00219674,88.472932,105.65,2019-12-31,SW FP,SW FP,SW FP,SW FP,10.00530773,0.7692307692307693,False
ACS SQ Equity,ES0167050915,ACS Actividades de Construccion y Servicios SA,Industrials,0.00219346,261.800942,35.65,2019-12-31,ACS SQ,ACS SQ,ACS SM,ACS SM,10.29703193,0.7105263157894737,False
CA FP Equity,FR0000120172,Carrefour SA,Consumer Staples,0.00212725,605.449128,14.95,2019-12-31,CA FP,CA FP,CA FP,CA FP,12.1087435,0.17647058823529413,True
UCB BB Equity,BE0003739530,UCB SA,Health Care,0.00210664,126.428678,70.9,2019-12-31,UCB BB,UCB BB,UCB BB,UCB BB,13.55416481,0.2631578947368421,True
PUB FP Equity,FR0000130577,Publicis Groupe SA,Communication Services,0.00205198,216.332447,40.36,2019-12-31,PUB FP,PUB FP,PUB FP,PUB FP,15.67469307,0.05555555555555555,True
UMI BB Equity,BE0974320526,Umicore SA,Materials,0.00200872,197.12,43.36,2019-12-31,UMI BB,UMI BB,UMI BB,UMI BB,9.740900755,0.6470588235294118,False
EN FP Equity,FR0000120503,Bouygues SA,Industrials,0.00198639,223.12834,37.88,2019-12-31,EN FP,EN FP,EN FP,EN FP,9.626494236,0.868421052631579,False
TRN IM Equity,IT0003242622,Terna - Rete Elettrica Nazionale,Utilities,0.0019688,1406.9944,5.954,2019-12-31,TRN IM,TRN IM,TRN IM,TRN IM,13.03873361,0.16666666666666666,True
KSP ID Equity,IE0004927939,Kingspan Group PLC,Industrials,0.00196691,153.704774,54.45,2019-12-31,KSP ID,KSP ID,KSP ID,KSP ID,11.24739344,0.47368421052631576,False
RNO FP Equity,FR0000131906,Renault SA,Consumer Discretionary,0.00190548,192.219485,42.18,2019-12-31,RNO FP,RNO FP,RNO FP,RNO FP,11.77996506,0.4230769230769231,False
GLPG NA Equity,BE0003818359,Galapagos NV,Health Care,0.00190083,43.367682,186.5,2019-12-31,GLPG NA,GLPG NA,GLPG NA,GLPG NA,6.508049849,0.9473684210526315,False
ALO FP Equity,FR0010220475,Alstom SA,Industrials,0.00189224,190.658728,42.23,2019-12-31,ALO FP,ALO FP,ALO FP,ALO FP,10.41342031,0.631578947368421,False
FGR FP Equity,FR0000130452,Eiffage SA,Industrials,0.00187938,78.4,102.0,2019-12-31,FGR FP,FGR FP,FGR FP,FGR FP,9.626494236,0.8947368421052632,False
DHER GY Equity,DE000A2E4K43,Delivery Hero SE,Consumer Discretionary,0.00187825,113.265023,70.56,2019-12-31,DHER GY,DHER GY,DHER GR,DHER GR,8.495688018,0.8846153846153846,False
RED SQ Equity,ES0173093024,Redeia Corp SA,Utilities,0.00182352,432.864,17.925,2019-12-31,RED SQ,RED SQ,RED SM,RED SM,13.01039182,0.2777777777777778,True
SOLB BB Equity,BE0003470755,Solvay SA,Materials,0.00179927,74.113491,103.3,2019-12-31,SOLB BB,SOLB BB,SOLB BB,SOLB BB,11.44364086,0.17647058823529413,True
ADYEN NA Equity,NL0012969182,Adyen NV,Financials,0.0017818999999999,10.372112,731.0,2019-12-31,ADYEN NA,ADYEN NA,ADYEN NA,ADYEN NA,7.188218518,0.9772727272727273,False
GBLB BB Equity,BE0003797140,Groupe Bruxelles Lambert NV,Financials,0.00178157,80.679144,93.96,2019-12-31,GBLB BB,GBLB BB,GBLB BB,GBLB BB,12.57657661,0.20454545454545456,True
FR FP Equity,FR0013176526,Valeo SE,Consumer Discretionary,0.00177931,241.036743,31.41,2019-12-31,FR FP,FR FP,FR FP,FR FP,12.22393993,0.3076923076923077,False
ELE SQ Equity,ES0130670112,Endesa SA,Utilities,0.00177586,317.625635,23.79,2019-12-31,ELE SQ,ELE SQ,ELE SM,ELE SM,13.26065166,0.1111111111111111,True
STERV FH Equity,FI0009005961,Stora Enso Oyj,Materials,0.00177257,581.743637,12.965,2019-12-31,STERV FH,STERV FH,STERV FH,STERV FH,10.85632212,0.4117647058823529,False
BNR GY Equity,DE000A1DAHH0,Brenntag SE,Industrials,0.00176032,154.5,48.48,2019-12-31,BNR GY,BNR GY,BNR GR,BNR GR,11.21095779,0.5,False
GALP PL Equity,PTGAL0AM0009,Galp Energia SGPS SA,Energy,0.0017552899999999,501.261229,14.9,2019-12-31,GALP PL,GALP PL,GALP PL,GALP PL,10.75048232,0.625,False
OMV AV Equity,AT0000743059,OMV AG,Energy,0.0017333499999999,147.272727,50.08,2019-12-31,OMV AV,OMV AV,OMV AV,OMV AV,11.73272149,0.375,False
AC FP Equity,FR0000120404,Accor SA,Consumer Discretionary,0.00172229,175.52985,41.75,2019-12-31,AC FP,AC FP,AC FP,AC FP,13.4706181,0.15384615384615385,True
AT1 GY Equity,LU1673108939,Aroundtown SA,Real Estate,0.00172191,917.680696,7.984,2019-12-31,AT1 GY,AT1 GY,AT1 GR,AT1 GR,11.26080139,0.7142857142857143,False
ATO FP Equity,FR0000051732,Atos SE,Information Technology,0.00171653,98.275603,74.32,2019-12-31,ATO FP,ATO FP,ATO FP,ATO FP,7.430536072,1.0,False
GFC FP Equity,FR0010040865,Gecina SA,Real Estate,0.00171637,45.759295,159.6,2019-12-31,GFC FP,GFC FP,GFC FP,GFC FP,11.95850405,0.5714285714285714,False
AGN NA Equity,BMG0112X1056,Aegon Ltd,Financials,0.00170259,1781.301007,4.067,2019-12-31,AGN NA,AGN NA,AGN NA,AGN NA,12.38613132,0.2727272727272727,True
MONC IM Equity,IT0004965148,Moncler SpA,Consumer Discretionary,0.00170053,180.578667,40.07,2019-12-31,MONC IM,MONC IM,MONC IM,MONC IM,15.9091832,0.038461538461538464,True
1COV GY Equity,DE0006062144,Covestro AG,Materials,0.00169355,173.85,41.45,2019-12-31,1COV GY,1COV GY,1COV GR,1COV GR,10.74004821,0.47058823529411764,False
ELISA FH Equity,FI0009007884,Elisa Oyj,Communication Services,0.00164631,142.234812,49.25,2019-12-31,ELISA FH,ELISA FH,ELISA FH,ELISA FH,9.478951142,0.7222222222222222,False
QIA GY Equity,NL0015002CX3,QIAGEN NV,Health Care,0.00162476,226.966,30.46,2019-12-31,QIA GY,QIA GY,QIA GR,QIA GR,12.6601106,0.3684210526315789,False
ABN NA Equity,NL0011540547,ABN AMRO Bank NV,Financials,0.00161247,423.0,16.22,2019-12-31,ABN NA,ABN NA,ABN NA,ABN NA,8.921655177,0.8863636363636364,False
BVI FP Equity,FR0006174348,Bureau Veritas SA,Industrials,0.00160584,293.760387,23.26,2019-12-31,BVI FP,BVI FP,BVI FP,BVI FP,14.07980125,0.15789473684210525,True
GET FP Equity,FR0010533075,Getlink SE,Industrials,0.00160385,440.0,15.51,2019-12-31,GET FP,GET FP,GET FP,GET FP,9.540655401,0.9210526315789473,False
LI FP Equity,FR0000121964,Klepierre SA,Real Estate,0.00157505,197.986515,33.85,2019-12-31,LI FP,LI FP,LI FP,LI FP,13.35243086,0.42857142857142855,False
NTGY SQ Equity,ES0116870314,Naturgy Energy Group SA,Utilities,0.00155424,295.236644,22.4,2019-12-31,NTGY SQ,NTGY SQ,NTGY SM,NTGY SM,13.01690176,0.2222222222222222,True
AKE FP Equity,FR0010313833,Arkema SA,Materials,0.00153195,68.83282,94.7,2019-12-31,AKE FP,AKE FP,AKE FP,AKE FP,11.39472632,0.23529411764705882,True
FBK IM Equity,IT0000072170,FinecoBank Banca Fineco SpA,Financials,0.00152979,608.9136,10.69,2019-12-31,FBK IM,FBK IM,FBK IM,FBK IM,11.75622492,0.38636363636363635,False
