ticker,ID_ISIN,name,GICS_SECTOR_NAME,weight,shares,price,snapshot_date,ticker_bb,ticker_base,ticker_alt,merge_key,esg_score_raw
MBG GY Equity,DE0007100000,Mercedes-Benz Group AG,Consumer Discretionary,0.01186047,855.869958,57.79,2020-12-31,MBG GY,MBG GY,MBG GR,MBG GR,12.0088377
BNP FP Equity,FR0000131104,BNP Paribas SA,Financials,0.01162657,1124.818705,43.105,2020-12-31,BNP FP,BNP FP,BNP FP,BNP FP,11.50298566
BAYN GY Equity,DE000BAY0017,Bayer AG,Health Care,0.01134441,982.424082,48.155,2020-12-31,BAYN GY,BAYN GY,BAYN GR,BAYN GR,5.350956938
KER FP Equity,FR0000121485,Kering SA,Consumer Discretionary,0.0107995,75.767593,594.4,2020-12-31,KER FP,KER FP,KER FP,KER FP,11.03421223
SAN SQ Equity,ES0113900J37,Banco Santander SA,Financials,0.0105535399999999,17340.641303,2.538,2020-12-31,SAN SQ,SAN SQ,SAN SM,SAN SM,10.85115598
ABI BB Equity,BE0974293251,Anheuser-Busch InBev SA/NV,Consumer Staples,0.0104165599999999,761.95897,57.01,2020-12-31,ABI BB,ABI BB,ABI BB,ABI BB,7.442193321
PRX NA Equity,NL0013654783,Prosus NV,Consumer Discretionary,0.0103271099999999,487.395621,88.36,2020-12-31,PRX NA,PRX NA,PRX NA,PRX NA,10.89797459
DG FP Equity,FR0000125486,Vinci SA,Industrials,0.01015571,520.544637,81.36,2020-12-31,DG FP,DG FP,DG FP,DG FP,10.48962162
IFX GY Equity,DE0006231004,Infineon Technologies AG,Information Technology,0.0098299199999999,1305.921137,31.39,2020-12-31,IFX GY,IFX GY,IFX GR,IFX GR,11.12747113
DHL GY Equity,DE0005552004,Deutsche Post AG,Industrials,0.00960689,989.205407,40.5,2020-12-31,DHL GY,DHL GY,DHL GR,DHL GR,9.699942599
PHIA NA Equity,NL0000009538,Koninklijke Philips NV,Health Care,0.00956447,911.053001,43.78,2020-12-31,PHIA NA,PHIA NA,PHIA NA,PHIA NA,12.57116426
CS FP Equity,FR0000120628,AXA SA,Financials,0.00904985,1934.186264,19.512,2020-12-31,CS FP,CS FP,CS FP,CS FP,10.68963652
SAF FP Equity,FR0000073272,Safran SA,Industrials,0.00890971,320.44323,115.95,2020-12-31,SAF FP,SAF FP,SAF FP,SAF FP,10.39231276
EL FP Equity,FR0000121667,EssilorLuxottica SA,Health Care,0.00869916,284.41688,127.55,2020-12-31,EL FP,EL FP,EL FP,EL FP,7.894426275
ADYEN NA Equity,NL0012969182,Adyen NV,Financials,0.00829592,18.160504,1905.0,2020-12-31,ADYEN NA,ADYEN NA,ADYEN NA,ADYEN NA,7.188218518
MUV2 GY Equity,DE0008430026,Muenchener Rueckversicherungs-Gesellschaft AG in Muenchen,Financials,0.0081569,140.098931,242.8,2020-12-31,MUV2 GY,MUV2 GY,MUV2 GR,MUV2 GR,11.56922221
BN FP Equity,FR0000120644,Danone SA,Consumer Staples,0.00796647,617.96664,53.76,2020-12-31,BN FP,BN FP,BN FP,BN FP,11.81414749
RI FP Equity,FR0000120693,Pernod Ricard SA,Consumer Staples,0.00787724,209.501248,156.8,2020-12-31,RI FP,RI FP,RI FP,RI FP,11.73501532
ISP IM Equity,IT0000072618,Intesa Sanpaolo SpA,Financials,0.0075843099999999,16536.761197,1.9126,2020-12-31,ISP IM,ISP IM,ISP IM,ISP IM,13.47540175
VNA GY Equity,DE000A1ML7J1,Vonovia SE,Real Estate,0.00747224,521.433434,59.76,2020-12-31,VNA GY,VNA GY,VNA GR,VNA GR,10.50684144
INGA NA Equity,NL0011821202,ING Groep NV,Financials,0.00714704,3900.627315,7.641,2020-12-31,INGA NA,INGA NA,INGA NA,INGA NA,11.16400831
ITX SQ Equity,ES0148396007,Industria de Diseno Textil SA,Consumer Discretionary,0.00681143,1090.8275,26.04,2020-12-31,ITX SQ,ITX SQ,ITX SM,ITX SM,13.05574169
VOW3 GY Equity,DE0007664039,Volkswagen AG,Consumer Discretionary,0.0067830699999999,185.584901,152.42,2020-12-31,VOW3 GY,VOW3 GY,VOW3 GR,VOW3 GR,
RMS FP Equity,FR0000052292,Hermes International SCA,Consumer Discretionary,0.00668015,31.670824,879.6,2020-12-31,RMS FP,RMS FP,RMS FP,RMS FP,15.49269548
FLTR ID Equity,IE00BWT6H894,Flutter Entertainment PLC,Consumer Discretionary,0.00651502,162.786415,166.9,2020-12-31,FLTR ID,FLTR ID,FLTR ID,FLTR ID,
BBVA SQ Equity,ES0113211835,Banco Bilbao Vizcaya Argentaria SA,Financials,0.0064516899999999,6667.88658,4.035,2020-12-31,BBVA SQ,BBVA SQ,BBVA SM,BBVA SM,11.26126374
AMS SQ Equity,ES0109067019,Amadeus IT Group SA,Consumer Discretionary,0.00643414,450.499205,59.56,2020-12-31,AMS SQ,AMS SQ,AMS SM,AMS SM,12.62107635
CRH ID Equity,IE0001827041,CRH PLC,Materials,0.00640361,784.962961,34.02,2020-12-31,CRH ID,CRH ID,CRH ID,CRH ID,
DB1 GY Equity,DE0005810055,Deutsche Boerse AG,Financials,0.0063444,190.0,139.25,2020-12-31,DB1 GY,DB1 GY,DB1 GR,DB1 GR,12.96339738
AD NA Equity,NL0011794037,Koninklijke Ahold Delhaize NV,Consumer Staples,0.0060998699999999,1100.724959,23.11,2020-12-31,AD NA,AD NA,AD NA,AD NA,11.76815987
NESTE FH Equity,FI0009013296,Neste Oyj,Energy,0.00600175,423.066082,59.16,2020-12-31,NESTE FH,NESTE FH,NESTE FH,NESTE FH,12.71111532
DSM NA Equity,NL0000009827,DSM BV,Materials,0.00581922,172.35375,140.8,2020-12-31,DSM NA,DSM NA,DSM NA,DSM NA,8.285420472
BMW GY Equity,DE0005190003,Bayerische Motoren Werke AG,Consumer Discretionary,0.0057347499999999,331.097358,72.23,2020-12-31,BMW GY,BMW GY,BMW GR,BMW GR,9.137982303
RACE IM Equity,NL0011585146,Ferrari NV,Consumer Discretionary,0.0057021999999999,126.050274,188.65,2020-12-31,RACE IM,RACE IM,RACE IM,RACE IM,
HEIA NA Equity,NL0000009165,Heineken NV,Consumer Staples,0.00566981,259.201176,91.22,2020-12-31,HEIA NA,HEIA NA,HEIA NA,HEIA NA,9.141340314
ENGI FP Equity,FR0010208488,Engie SA,Utilities,0.00548349,1826.463758,12.52,2020-12-31,ENGI FP,ENGI FP,ENGI FP,ENGI FP,10.17258732
KNEBV FH Equity,FI0009013403,Kone Oyj,Industrials,0.00541677,339.890361,66.46,2020-12-31,KNEBV FH,KNEBV FH,KNEBV FH,KNEBV FH,10.52162655
RWE GY Equity,DE0007037129,RWE AG,Utilities,0.0053254,642.409046,34.57,2020-12-31,RWE GY,RWE GY,RWE GR,RWE GR,10.00715852
DSY FP Equity,FR0014003TT8,Dassault Systemes SE,Information Technology,0.0052642199999999,132.12716,166.15,2020-12-31,DSY FP,DSY FP,DSY FP,DSY FP,15.59484049
VIV FP Equity,FR0000127771,Vivendi SE,Communication Services,0.00524952,829.85748,26.38,2020-12-31,VIV FP,VIV FP,VIV FP,VIV FP,10.79695626
ENI IM Equity,IT0003132476,Eni SpA,Energy,0.00521448,2543.929731,8.548,2020-12-31,ENI IM,ENI IM,ENI IM,ENI IM,11.24488764
CAP FP Equity,FR0000125338,Capgemini SE,Information Technology,0.00489469,160.977214,126.8,2020-12-31,CAP FP,CAP FP,CAP FP,CAP FP,15.38987212
EOAN GY Equity,DE000ENAG999,E.ON SE,Utilities,0.00487979,2245.12098,9.064,2020-12-31,EOAN GY,EOAN GY,EOAN GR,EOAN GR,10.69702086
LR FP Equity,FR0010307819,Legrand SA,Industrials,0.00467405,267.011128,73.0,2020-12-31,LR FP,LR FP,LR FP,LR FP,12.35084174
ORA FP Equity,FR0000133308,Orange SA,Communication Services,0.00465677,1995.042449,9.734,2020-12-31,ORA FP,ORA FP,ORA FP,ORA FP,9.150305384
SGO FP Equity,FR0000125007,Cie de Saint-Gobain SA,Industrials,0.00465308,517.449278,37.5,2020-12-31,SGO FP,SGO FP,SGO FP,SGO FP,14.03409265
STMPA FP Equity,NL0000226223,STMicroelectronics NV,Information Technology,0.0046281099999999,637.391864,30.28,2020-12-31,STMPA FP,STMPA FP,STMPA FP,STMPA FP,11.12747113
WLN FP Equity,FR0011981968,Worldline SA/France,Financials,0.00454098,239.404286,79.1,2020-12-31,WLN FP,WLN FP,WLN FP,WLN FP,12.87016376
WKL NA Equity,NL0000395903,Wolters Kluwer NV,Industrials,0.00452123,273.016153,69.06,2020-12-31,WKL NA,WKL NA,WKL NA,WKL NA,10.71295833
KYGA ID Equity,IE0004906560,Kerry Group PLC,Consumer Staples,0.00451807,158.998613,118.5,2020-12-31,KYGA ID,KYGA ID,KYGA ID,KYGA ID,10.72783626
MRK GY Equity,DE0006599905,Merck KGaA,Health Care,0.00434969,129.242252,140.35,2020-12-31,MRK GY,MRK GY,MRK GR,MRK GR,14.85500868
NOKIA FH Equity,FI0009000681,Nokia Oyj,Information Technology,0.0042720599999999,5653.886159,3.151,2020-12-31,NOKIA FH,NOKIA FH,NOKIA FH,NOKIA FH,10.61321413
ML FP Equity,FR001400AJ45,Cie Generale des Etablissements Michelin SCA,Consumer Discretionary,0.004271,169.709274,104.95,2020-12-31,ML FP,ML FP,ML FP,ML FP,10.53309292
DBK GY Equity,DE0005140008,Deutsche Bank AG,Financials,0.0042134,1963.434474,8.949,2020-12-31,DBK GY,DBK GY,DBK GR,DBK GR,1.363247863
AKZA NA Equity,NL0013267909,Akzo Nobel NV,Materials,0.00406542,192.962549,87.86,2020-12-31,AKZA NA,AKZA NA,AKZA NA,AKZA NA,10.88348608
HEN3 GY Equity,DE0006048432,Henkel AG & Co KGaA,Consumer Staples,0.00394331,178.162875,92.3,2020-12-31,HEN3 GY,HEN3 GY,HEN3 GR,HEN3 GR,10.83617883
DHER GY Equity,DE000A2E4K43,Delivery Hero SE,Consumer Discretionary,0.00394164,129.42895,127.0,2020-12-31,DHER GY,DHER GY,DHER GR,DHER GR,8.495688018
TEF SQ Equity,ES0178430E18,Telefonica SA,Communication Services,0.00393894,5062.015788,3.245,2020-12-31,TEF SQ,TEF SQ,TEF SM,TEF SM,10.39840364
SAMPO FH Equity,FI4000552500,Sampo Oyj,Financials,0.00390471,471.029073,34.57,2020-12-31,SAMPO FH,SAMPO FH,SAMPO FH,SAMPO FH,11.81673504
UPM FH Equity,FI0009005987,UPM-Kymmene Oyj,Materials,0.00389978,533.735699,30.47,2020-12-31,UPM FH,UPM FH,UPM FH,UPM FH,10.25436359
UCG IM Equity,IT0005239360,UniCredit SpA,Financials,0.0038978899999999,2125.398713,7.648,2020-12-31,UCG IM,UCG IM,UCG IM,UCG IM,12.70861171
STLAM IM Equity,NL00150001Q9,Stellantis NV,Consumer Discretionary,0.00387365,1101.907679,14.66,2020-12-31,STLAM IM,STLAM IM,STLAM IM,STLAM IM,
TEP FP Equity,FR0000051807,Teleperformance SE,Industrials,0.00382081,58.7306,271.3,2020-12-31,TEP FP,TEP FP,TEP FP,TEP FP,8.92011395
FRE GY Equity,DE0005785604,Fresenius SE & Co KGaA,Health Care,0.00379379,418.100313,37.84,2020-12-31,FRE GY,FRE GY,FRE GR,FRE GR,13.9734559
G IM Equity,IT0000062072,Generali,Financials,0.0037725,1103.236433,14.26,2020-12-31,G IM,G IM,G IM,G IM,11.63104274
CLNX SQ Equity,ES0105066007,Cellnex Telecom SA,Communication Services,0.00372649,316.373361,49.12,2020-12-31,CLNX SQ,CLNX SQ,CLNX SM,CLNX SM,11.71202674
DWNI GY Equity,DE000A0HN5C6,Deutsche Wohnen SE,Real Estate,0.00358132,341.836943,43.69,2020-12-31,DWNI GY,DWNI GY,DWNI GR,DWNI GR,8.459356988
FME GY Equity,DE0005785802,Fresenius Medical Care AG,Health Care,0.00348711,213.225593,68.2,2020-12-31,FME GY,FME GY,FME GR,FME GR,14.25111963
EDP PL Equity,PTEDP0AM0009,EDP SA,Utilities,0.00343373,2777.23094,5.156,2020-12-31,EDP PL,EDP PL,EDP PL,EDP PL,10.9785371
KBC BB Equity,BE0003565737,KBC Group NV,Financials,0.0034316299999999,249.836785,57.28,2020-12-31,KBC BB,KBC BB,KBC BB,KBC BB,12.80863359
SY1 GY Equity,DE000SYM9999,Symrise AG,Materials,0.0033442499999999,128.65528,108.4,2020-12-31,SY1 GY,SY1 GY,SY1 GR,SY1 GR,9.393099434
ZAL GY Equity,DE000ZAL1111,Zalando SE,Consumer Discretionary,0.0033401,152.964284,91.06,2020-12-31,ZAL GY,ZAL GY,ZAL GR,ZAL GR,11.12447904
GLE FP Equity,FR0000130809,Societe Generale SA,Financials,0.00330913,810.702919,17.022,2020-12-31,GLE FP,GLE FP,GLE FP,GLE FP,10.20401348
MT NA Equity,LU1598757687,ArcelorMittal SA,Materials,0.00324532,716.826353,18.88,2020-12-31,MT NA,MT NA,MT NA,MT NA,7.211210813
CON GY Equity,DE0005439004,Continental AG,Consumer Discretionary,0.00319837,110.003291,121.25,2020-12-31,CON GY,CON GY,CON GR,CON GR,8.118905249
UG FP Equity,FR0000121501,Peugeot SA,Consumer Discretionary,0.00315491,588.138338,22.37,2020-12-31,UG FP,UG FP,UG FP,UG FP,10.05772269
REP SQ Equity,ES0173516115,Repsol SA,Energy,0.00299559,1514.214948,8.25,2020-12-31,REP SQ,REP SQ,REP SM,REP SM,12.46861677
SRT3 GY Equity,DE0007165631,Sartorius AG,Health Care,0.00293058,35.568,343.6,2020-12-31,SRT3 GY,SRT3 GY,SRT3 GR,SRT3 GR,
ENR GY Equity,DE000ENER6Y0,Siemens Energy AG,Industrials,0.00287507,399.654856,30.0,2020-12-31,ENR GY,ENR GY,ENR GR,ENR GR,12.56754552
ACA FP Equity,FR0000045072,Credit Agricole SA,Financials,0.00285549,1153.875485,10.32,2020-12-31,ACA FP,ACA FP,ACA FP,ACA FP,13.05721631
ALO FP Equity,FR0010220475,Alstom SA,Industrials,0.00280153,250.653868,46.61,2020-12-31,ALO FP,ALO FP,ALO FP,ALO FP,10.41342031
TKWY NA Equity,NL0012015705,Just Eat Takeaway.com NV,Consumer Discretionary,0.00280096,126.413508,92.4,2020-12-31,TKWY NA,TKWY NA,TKWY NA,TKWY NA,6.803413022
EDEN FP Equity,FR0010908533,Edenred SE,Financials,0.00274421,246.583351,46.41,2020-12-31,EDEN FP,EDEN FP,EDEN FP,EDEN FP,11.06159564
MTX GY Equity,DE000A0D9PT0,MTU Aero Engines AG,Industrials,0.00271702,53.095488,213.4,2020-12-31,MTX GY,MTX GY,MTX GR,MTX GR,10.16023758
SHL GY Equity,DE000SHL1006,Siemens Healthineers AG,Health Care,0.0027054099999999,268.75,41.98,2020-12-31,SHL GY,SHL GY,SHL GR,SHL GR,12.54966307
FER SQ Equity,NL0015001FS8,Ferrovial SE,Industrials,0.0026376,486.696559,22.6,2020-12-31,FER SQ,FER SQ,FER SM,FER SM,12.63197897
ARGX BB Equity,NL0010832176,Argenx SE,Health Care,0.0025915,44.657443,242.0,2020-12-31,ARGX BB,ARGX BB,ARGX BB,ARGX BB,13.03093633
VIE FP Equity,FR0000124141,Veolia Environnement SA,Utilities,0.00258583,538.903212,20.01,2020-12-31,VIE FP,VIE FP,VIE FP,VIE FP,11.63552037
UCB BB Equity,BE0003739530,UCB SA,Health Care,0.0025611899999999,126.428678,84.48,2020-12-31,UCB BB,UCB BB,UCB BB,UCB BB,13.55416481
1CNHI IM Equity,NL0010545661,CNH Industrial NV,Industrials,0.00253358,1023.300147,10.325,2020-12-31,1CNHI IM,1CNHI IM,1CNHI IM,1CNHI IM,
NN NA Equity,NL0010773842,NN Group NV,Financials,0.00245579,288.239907,35.53,2020-12-31,NN NA,NN NA,NN NA,NN NA,11.82814081
QIA GY Equity,NL0015002CX3,QIAGEN NV,Health Care,0.00234968,230.829,42.45,2020-12-31,QIA GY,QIA GY,QIA GR,QIA GR,12.6601106
BNR GY Equity,DE000A1DAHH0,Brenntag SE,Industrials,0.00234665,154.5,63.34,2020-12-31,BNR GY,BNR GY,BNR GR,BNR GR,11.21095779
MONC IM Equity,IT0004965148,Moncler SpA,Consumer Discretionary,0.0023297,193.764468,50.14,2020-12-31,MONC IM,MONC IM,MONC IM,MONC IM,15.9091832
AENA SQ Equity,ES0105046009,Aena SME SA,Industrials,0.00230168,67.5,142.2,2020-12-31,AENA SQ,AENA SQ,AENA SM,AENA SM,15.79571269
BEI GY Equity,DE0005200000,Beiersdorf AG,Consumer Staples,0.00228275,100.8,94.44,2020-12-31,BEI GY,BEI GY,BEI GR,BEI GR,8.794176643
HFG GY Equity,DE000A161408,HelloFresh SE,Consumer Staples,0.00223969,147.784752,63.2,2020-12-31,HFG GY,HFG GY,HFG GR,HFG GR,9.394409005
SKG ID Equity,IE00B1RR8406,Smurfit Kappa Group PLC,Materials,0.00223557,245.078672,38.04,2020-12-31,SKG ID,SKG ID,SKG ID,SKG ID,
GBLB BB Equity,BE0003797140,Groupe Bruxelles Lambert NV,Financials,0.00223506,112.950801,82.52,2020-12-31,GBLB BB,GBLB BB,GBLB BB,GBLB BB,12.57657661
SRG IM Equity,IT0003153415,Snam SpA,Utilities,0.00222482,2016.514685,4.601,2020-12-31,SRG IM,SRG IM,SRG IM,SRG IM,12.51443798
1COV GY Equity,DE0006062144,Covestro AG,Materials,0.00222173,183.54,50.48,2020-12-31,1COV GY,1COV GY,1COV GR,1COV GR,10.74004821
HEI GY Equity,DE0006047004,Heidelberg Materials AG,Materials,0.00218461,148.812358,61.22,2020-12-31,HEI GY,HEI GY,HEI GR,HEI GR,11.34957487
STERV FH Equity,FI0009005961,Stora Enso Oyj,Materials,0.00218248,581.745803,15.645,2020-12-31,STERV FH,STERV FH,STERV FH,STERV FH,10.85632212
ERF FP Equity,FR0014000MR3,Eurofins Scientific SE,Health Care,0.0021821099999999,132.593244,68.63,2020-12-31,ERF FP,ERF FP,ERF FP,ERF FP,8.264907128
LEG GY Equity,DE000LEG1110,LEG Immobilien SE,Real Estate,0.00217483,71.379836,127.06,2020-12-31,LEG GY,LEG GY,LEG GR,LEG GR,14.60129062
PUM GY Equity,DE0006969603,Puma SE,Consumer Discretionary,0.00216938,98.036016,92.28,2020-12-31,PUM GY,PUM GY,PUM GR,PUM GR,11.15506326
URW NA Equity,FR0013326246,Unibail-Rodamco-Westfield,Real Estate,0.00214438,138.472385,64.58,2020-12-31,URW NA,URW NA,URW NA,URW NA,
KPN NA Equity,NL0000009082,Koninklijke KPN NV,Communication Services,0.00213049,3572.417743,2.487,2020-12-31,KPN NA,KPN NA,KPN NA,KPN NA,10.0715646
HEIO NA Equity,NL0000008977,Heineken Holding NV,Consumer Staples,0.00212869,115.212067,77.05,2020-12-31,HEIO NA,HEIO NA,HEIO NA,HEIO NA,
KSP ID Equity,IE0004927939,Kingspan Group PLC,Industrials,0.00212196,154.164395,57.4,2020-12-31,KSP ID,KSP ID,KSP ID,KSP ID,11.24739344
PUB FP Equity,FR0000130577,Publicis Groupe SA,Communication Services,0.0021174699999999,216.641593,40.76,2020-12-31,PUB FP,PUB FP,PUB FP,PUB FP,15.67469307
TRN IM Equity,IT0003242622,Terna - Rete Elettrica Nazionale,Utilities,0.0021087,1406.9944,6.25,2020-12-31,TRN IM,TRN IM,TRN IM,TRN IM,13.03873361
FORTUM FH Equity,FI0009007132,Fortum Oyj,Utilities,0.00209814,444.147233,19.7,2020-12-31,FORTUM FH,FORTUM FH,FORTUM FH,FORTUM FH,10.84353929
PAH3 GY Equity,DE000PAH0038,Porsche Automobil Holding SE,Consumer Discretionary,0.00207094,153.125,56.4,2020-12-31,PAH3 GY,PAH3 GY,PAH3 GR,PAH3 GR,7.825617014
CA FP Equity,FR0000120172,Carrefour SA,Consumer Staples,0.0020630699999999,613.21788,14.03,2020-12-31,CA FP,CA FP,CA FP,CA FP,12.1087435
CCEP UN Equity,GB00BDCPN049,Coca-Cola Europacific Partners PLC,Consumer Staples,0.0019976,204.373602,49.83,2020-12-31,CCEP UN,CCEP UN,CCEP UN,CCEP UN,
HEN GY Equity,DE0006048408,Henkel AG & Co KGaA,Consumer Staples,0.00196488,103.91835,78.85,2020-12-31,HEN GY,HEN GY,HEN GR,HEN GR,
FBK IM Equity,IT0000072170,FinecoBank Banca Fineco SpA,Financials,0.00195866,609.554043,13.4,2020-12-31,FBK IM,FBK IM,FBK IM,FBK IM,11.75622492
KBX GY Equity,DE000KBX1006,Knorr-Bremse AG,Industrials,0.00194265,72.54,111.68,2020-12-31,KBX GY,KBX GY,KBX GR,KBX GR,12.39505928
DIM FP Equity,FR0013154002,Sartorius Stedim Biotech,Health Care,0.00193104,27.654057,291.2,2020-12-31,DIM FP,DIM FP,DIM FP,DIM FP,6.701745881
EDF FP Equity,FR0010242511,Electricite de France SA,Utilities,0.00191938,620.724217,12.895,2020-12-31,EDF FP,EDF FP,EDF FP,EDF FP,11.6376465
HO FP Equity,FR0000121329,Thales SA,Industrials,0.0019137499999999,106.552041,74.9,2020-12-31,HO FP,HO FP,HO FP,HO FP,10.28814063
SGRE SQ Equity,ES0143416115,Siemens Gamesa Renewable Energy SA,Industrials,0.00189167,238.400184,33.09,2020-12-31,SGRE SQ,SGRE SQ,SGRE SM,SGRE SM,15.83212244
HNR1 GY Equity,DE0008402215,Hannover Rueck SE,Financials,0.00188405,60.298567,130.3,2020-12-31,HNR1 GY,HNR1 GY,HNR1 GR,HNR1 GR,10.14199007
UMI BB Equity,BE0974320526,Umicore SA,Materials,0.00185718,197.12,39.29,2020-12-31,UMI BB,UMI BB,UMI BB,UMI BB,9.740900755
EN FP Equity,FR0000120503,Bouygues SA,Industrials,0.00184006,228.037645,33.65,2020-12-31,EN FP,EN FP,EN FP,EN FP,9.626494236
AGS BB Equity,BE0974264930,Ageas SA/NV,Financials,0.00182983,175.098217,43.58,2020-12-31,AGS BB,AGS BB,AGS BB,AGS BB,11.50011201
CABK SQ Equity,ES0140609019,CaixaBank SA,Financials,0.00180811,3588.862819,2.101,2020-12-31,CABK SQ,CABK SQ,CABK SM,CABK SM,10.72810217
ATO FP Equity,FR0000051732,Atos SE,Information Technology,0.00177515,98.993849,74.78,2020-12-31,ATO FP,ATO FP,ATO FP,ATO FP,7.430536072
FR FP Equity,FR0013176526,Valeo SE,Consumer Discretionary,0.0017724799999999,228.984906,32.28,2020-12-31,FR FP,FR FP,FR FP,FR FP,12.22393993
ATL IM Equity,IT0003506190,Mundys SpA,Industrials,0.0017483099999999,495.470394,14.715,2020-12-31,ATL IM,ATL IM,ATL IM,ATL IM,17.73809524
ACS SQ Equity,ES0167050915,ACS Actividades de Construccion y Servicios SA,Industrials,0.00174132,267.464905,27.15,2020-12-31,ACS SQ,ACS SQ,ACS SM,ACS SM,10.29703193
RED SQ Equity,ES0173093024,Redeia Corp SA,Utilities,0.00174123,432.864,16.775,2020-12-31,RED SQ,RED SQ,RED SM,RED SM,13.01039182
UBI FP Equity,FR0000054470,Ubisoft Entertainment SA,Communication Services,0.00173109,91.565295,78.84,2020-12-31,UBI FP,UBI FP,UBI FP,UBI FP,11.80094786
G24 GY Equity,DE000A12DM80,Scout24 SE,Communication Services,0.0017300299999999,107.6,67.05,2020-12-31,G24 GY,G24 GY,G24 GR,G24 GR,
EXO IM Equity,NL0012059018,EXOR NV,Financials,0.00172211,108.45,66.22,2020-12-31,EXO IM,EXO IM,EXO IM,EXO IM,
NEXI IM Equity,IT0005366767,Nexi SpA,Financials,0.00172186,439.444444,16.34,2020-12-31,NEXI IM,NEXI IM,NEXI IM,NEXI IM,9.544333761
SOLB BB Equity,BE0003470755,Solvay SA,Materials,0.00172176,74.113491,96.88,2020-12-31,SOLB BB,SOLB BB,SOLB BB,SOLB BB,11.44364086
GRF SQ Equity,ES0171996087,Grifols SA,Health Care,0.0017081099999999,298.290859,23.88,2020-12-31,GRF SQ,GRF SQ,GRF SM,GRF SM,19.57778878
ELE SQ Equity,ES0130670112,Endesa SA,Utilities,0.00170229,317.625635,22.35,2020-12-31,ELE SQ,ELE SQ,ELE SM,ELE SM,13.26065166
PRY IM Equity,IT0004176001,Prysmian SpA,Industrials,0.00168286,241.329821,29.08,2020-12-31,PRY IM,PRY IM,PRY IM,PRY IM,11.86301457
EBS AV Equity,AT0000652011,Erste Group Bank AG,Financials,0.00167077,279.37,24.94,2020-12-31,EBS AV,EBS AV,EBS AV,EBS AV,10.59439338
RNO FP Equity,FR0000131906,Renault SA,Consumer Discretionary,0.0016483,192.219485,35.76,2020-12-31,RNO FP,RNO FP,RNO FP,RNO FP,11.77996506
FGR FP Equity,FR0000130452,Eiffage SA,Industrials,0.00160463,84.661601,79.04,2020-12-31,FGR FP,FGR FP,FGR FP,FGR FP,9.626494236
TMV GY Equity,DE000A2YN900,TeamViewer SE,Information Technology,0.00158498,150.803198,43.83,2020-12-31,TMV GY,TMV GY,TMV GR,TMV GR,14.28001301
AKE FP Equity,FR0010313833,Arkema SA,Materials,0.00154845,69.062828,93.5,2020-12-31,AKE FP,AKE FP,AKE FP,AKE FP,11.39472632
BVI FP Equity,FR0006174348,Bureau Veritas SA,Industrials,0.00153283,293.760387,21.76,2020-12-31,BVI FP,BVI FP,BVI FP,BVI FP,14.07980125
ELISA FH Equity,FI0009007884,Elisa Oyj,Communication Services,0.00153039,142.234812,44.87,2020-12-31,ELISA FH,ELISA FH,ELISA FH,ELISA FH,9.478951142
RAND NA Equity,NL0000379121,Randstad NV,Industrials,0.00152112,119.147309,53.24,2020-12-31,RAND NA,RAND NA,RAND NA,RAND NA,12.56027248
GET FP Equity,FR0010533075,Getlink SE,Industrials,0.00149613,440.0,14.18,2020-12-31,GET FP,GET FP,GET FP,GET FP,9.540655401
SW FP Equity,FR0000121220,Sodexo SA,Consumer Discretionary,0.00146853,88.472932,69.22,2020-12-31,SW FP,SW FP,SW FP,SW FP,10.00530773
AT1 GY Equity,LU1673108939,Aroundtown SA,Real Estate,0.00146618,999.066646,6.12,2020-12-31,AT1 GY,AT1 GY,AT1 GR,AT1 GR,11.26080139
GFC FP Equity,FR0010040865,Gecina SA,Real Estate,0.00138851,45.846156,126.3,2020-12-31,GFC FP,GFC FP,GFC FP,GFC FP,11.95850405
AGN NA Equity,BMG0112X1056,Aegon Ltd,Financials,0.0013880799999999,1789.368052,3.235,2020-12-31,AGN NA,AGN NA,AGN NA,AGN NA,12.38613132
KESKOB FH Equity,FI0009000202,Kesko Oyj,Consumer Staples,0.00137803,273.13098,21.04,2020-12-31,KESKOB FH,KESKOB FH,KESKOB FH,KESKOB FH,14.15601995
UN0 GY Equity,DE000UNSE026,Uniper SE,Utilities,0.00136302,201.278,28.24,2020-12-31,UN0 GY,UN0 GY,UN0 GR,UN0 GR,10.56537825
SEV FP Equity,FR0010613471,Vigie SA,Utilities,0.0013442,345.599418,16.22,2020-12-31,SEV FP,SEV FP,SEV FP,SEV FP,11.98368853
NTGY SQ Equity,ES0116870314,Naturgy Energy Group SA,Utilities,0.0013422999999999,295.236644,18.96,2020-12-31,NTGY SQ,NTGY SQ,NTGY SM,NTGY SM,13.01690176
EVK GY Equity,DE000EVNK013,Evonik Industries AG,Materials,0.00134161,209.7,26.68,2020-12-31,EVK GY,EVK GY,EVK GR,EVK GR,12.33999328
EMEIS FP Equity,FR001400NLM4,Emeis SA,Health Care,0.00133316,51.69267,107.55,2020-12-31,EMEIS FP,EMEIS FP,EMEIS FP,EMEIS FP,7.425100319
VOW GY Equity,DE0007664005,Volkswagen AG,Consumer Discretionary,0.0013240099999999,32.45988,170.1,2020-12-31,VOW GY,VOW GY,VOW GR,VOW GR,7.259031128
CPR IM Equity,NL0015435975,Davide Campari-Milano NV,Consumer Staples,0.00130081,580.8,9.34,2020-12-31,CPR IM,CPR IM,CPR IM,CPR IM,11.26300546
